Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
CVE;VarelaVaca2020;False;2016-1970;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1970.afm;security/CVE/VarelaVaca2020-2016-1970;337.0;324.0;5.0;1124.0;5.69839857651246;3.3353115727003;0.905044510385757;5.0;25.8461538461538;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1971;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1971.afm;security/CVE/VarelaVaca2020-2016-1971;337.0;324.0;5.0;1124.0;5.69839857651246;3.3353115727003;0.905044510385757;5.0;25.8461538461538;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1972;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1972.afm;security/CVE/VarelaVaca2020-2016-1972;337.0;324.0;5.0;1124.0;5.69839857651246;3.3353115727003;0.905044510385757;5.0;25.8461538461538;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1973;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1973.afm;security/CVE/VarelaVaca2020-2016-1973;340.0;327.0;5.0;850.0;3.98117647058823;2.5;0.894117647058824;5.0;26.0769230769231;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1974;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1974.afm;security/CVE/VarelaVaca2020-2016-1974;551.0;525.0;7.0;1023.0;4.24926686217009;1.85662431941924;0.88929219600726;5.0;21.1538461538462;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1975;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1975.afm;security/CVE/VarelaVaca2020-2016-1975;335.0;324.0;5.0;850.0;3.98117647058823;2.53731343283582;0.904477611940298;5.0;30.3636363636364;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1976;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1976.afm;security/CVE/VarelaVaca2020-2016-1976;339.0;325.0;6.0;1125.0;5.69511111111111;3.31858407079646;0.902654867256637;5.0;24.1428571428571;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1977;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1977.afm;security/CVE/VarelaVaca2020-2016-1977;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1978;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1978.afm;security/CVE/VarelaVaca2020-2016-1978;426.0;414.0;4.0;841.0;4.0166468489893;1.97417840375587;0.706572769953052;5.0;35.4166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-1979;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-1979.afm;security/CVE/VarelaVaca2020-2016-1979;430.0;418.0;4.0;850.0;3.98117647058823;1.97674418604651;0.704651162790698;5.0;35.75;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2107;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2107.afm;security/CVE/VarelaVaca2020-2016-2107;206.0;171.0;8.0;132.0;2.9469696969697;0.640776699029126;0.679611650485437;5.0;5.85714285714286;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2221;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2221.afm;security/CVE/VarelaVaca2020-2016-2221;361.0;353.0;4.0;339.0;5.32448377581121;0.939058171745152;0.972299168975069;5.0;45.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2790;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2790.afm;security/CVE/VarelaVaca2020-2016-2790;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2792;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2792.afm;security/CVE/VarelaVaca2020-2016-2792;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2793;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2793.afm;security/CVE/VarelaVaca2020-2016-2793;392.0;366.0;8.0;855.0;3.98362573099415;2.18112244897959;0.790816326530612;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2794;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2794.afm;security/CVE/VarelaVaca2020-2016-2794;392.0;366.0;8.0;855.0;3.98362573099415;2.18112244897959;0.790816326530612;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2795;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2795.afm;security/CVE/VarelaVaca2020-2016-2795;392.0;366.0;8.0;855.0;3.98362573099415;2.18112244897959;0.790816326530612;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2796;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2796.afm;security/CVE/VarelaVaca2020-2016-2796;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2797;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2797.afm;security/CVE/VarelaVaca2020-2016-2797;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2798;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2798.afm;security/CVE/VarelaVaca2020-2016-2798;392.0;366.0;8.0;855.0;3.98362573099415;2.18112244897959;0.790816326530612;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2799;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2799.afm;security/CVE/VarelaVaca2020-2016-2799;392.0;366.0;8.0;855.0;3.98362573099415;2.18112244897959;0.790816326530612;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2801;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2801.afm;security/CVE/VarelaVaca2020-2016-2801;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2802;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2802.afm;security/CVE/VarelaVaca2020-2016-2802;392.0;366.0;8.0;855.0;3.96959064327485;2.18112244897959;0.788265306122449;5.0;15.0384615384615;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2804;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2804.afm;security/CVE/VarelaVaca2020-2016-2804;354.0;342.0;4.0;859.0;3.9604190919674;2.42655367231638;0.864406779661017;5.0;29.4166666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2806;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2806.afm;security/CVE/VarelaVaca2020-2016-2806;353.0;332.0;7.0;862.0;3.96751740139211;2.44192634560906;0.881019830028329;5.0;16.7619047619048;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2807;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2807.afm;security/CVE/VarelaVaca2020-2016-2807;366.0;346.0;6.0;862.0;3.95359628770302;2.3551912568306;0.846994535519126;5.0;18.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2808;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2808.afm;security/CVE/VarelaVaca2020-2016-2808;353.0;341.0;4.0;859.0;3.9604190919674;2.43342776203966;0.86685552407932;5.0;29.3333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2809;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2809.afm;security/CVE/VarelaVaca2020-2016-2809;340.0;327.0;5.0;1136.0;5.65933098591549;3.34117647058824;0.905882352941176;5.0;26.0769230769231;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2810;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2810.afm;security/CVE/VarelaVaca2020-2016-2810;390.0;374.0;5.0;1180.0;5.5228813559322;3.02564102564103;0.905128205128205;7.0;24.3125;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2811;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2811.afm;security/CVE/VarelaVaca2020-2016-2811;336.0;326.0;4.0;858.0;3.96270396270396;2.55357142857143;0.907738095238095;5.0;33.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2812;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2812.afm;security/CVE/VarelaVaca2020-2016-2812;336.0;326.0;4.0;858.0;3.96270396270396;2.55357142857143;0.907738095238095;5.0;33.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2813;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2813.afm;security/CVE/VarelaVaca2020-2016-2813;340.0;327.0;5.0;1136.0;5.65933098591549;3.34117647058824;0.905882352941176;5.0;26.0769230769231;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2814;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2814.afm;security/CVE/VarelaVaca2020-2016-2814;353.0;341.0;4.0;859.0;3.9743888242142;2.43342776203966;0.869688385269122;5.0;29.3333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2815;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2815.afm;security/CVE/VarelaVaca2020-2016-2815;465.0;433.0;7.0;970.0;3.74845360824742;2.08602150537634;0.855913978494624;5.0;14.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2816;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2816.afm;security/CVE/VarelaVaca2020-2016-2816;336.0;326.0;4.0;858.0;3.97668997668998;2.55357142857143;0.910714285714286;5.0;33.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2817;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2817.afm;security/CVE/VarelaVaca2020-2016-2817;336.0;326.0;4.0;858.0;3.97668997668998;2.55357142857143;0.910714285714286;5.0;33.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2818;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2818.afm;security/CVE/VarelaVaca2020-2016-2818;444.0;383.0;9.0;919.0;3.84548422198041;2.06981981981982;0.779279279279279;5.0;7.26229508196721;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2819;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2819.afm;security/CVE/VarelaVaca2020-2016-2819;376.0;351.0;7.0;903.0;3.86489479512735;2.40159574468085;0.875;5.0;15.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2820;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2820.afm;security/CVE/VarelaVaca2020-2016-2820;336.0;326.0;4.0;858.0;3.96270396270396;2.55357142857143;0.907738095238095;5.0;33.5;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2821;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2821.afm;security/CVE/VarelaVaca2020-2016-2821;375.0;351.0;7.0;903.0;3.86489479512735;2.408;0.877333333333333;5.0;15.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2822;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2822.afm;security/CVE/VarelaVaca2020-2016-2822;375.0;351.0;7.0;903.0;3.86489479512735;2.408;0.877333333333333;5.0;15.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2824;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2824.afm;security/CVE/VarelaVaca2020-2016-2824;368.0;346.0;6.0;1189.0;5.47603027754415;3.23097826086957;0.885869565217391;5.0;16.6818181818182;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2825;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2825.afm;security/CVE/VarelaVaca2020-2016-2825;367.0;348.0;6.0;901.0;3.88235294117647;2.4550408719346;0.893732970027248;5.0;19.2631578947368;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2826;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2826.afm;security/CVE/VarelaVaca2020-2016-2826;359.0;342.0;5.0;1187.0;5.50210614995788;3.30640668523677;0.902506963788301;5.0;21.0588235294118;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2827;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2827.afm;security/CVE/VarelaVaca2020-2016-2827;354.0;344.0;4.0;912.0;3.85964912280702;2.57627118644068;0.915254237288135;5.0;35.3;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2828;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2828.afm;security/CVE/VarelaVaca2020-2016-2828;375.0;351.0;7.0;903.0;3.86489479512735;2.408;0.877333333333333;5.0;15.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2829;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2829.afm;security/CVE/VarelaVaca2020-2016-2829;367.0;348.0;6.0;901.0;3.86903440621532;2.4550408719346;0.891008174386921;5.0;19.2631578947368;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2830;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2830.afm;security/CVE/VarelaVaca2020-2016-2830;356.0;344.0;4.0;901.0;3.88235294117647;2.53089887640449;0.901685393258427;5.0;29.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2831;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2831.afm;security/CVE/VarelaVaca2020-2016-2831;375.0;351.0;7.0;903.0;3.8781838316722;2.408;0.88;5.0;15.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2832;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2832.afm;security/CVE/VarelaVaca2020-2016-2832;367.0;348.0;6.0;901.0;3.88235294117647;2.4550408719346;0.893732970027248;5.0;19.2631578947368;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2833;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2833.afm;security/CVE/VarelaVaca2020-2016-2833;367.0;348.0;6.0;901.0;3.88235294117647;2.4550408719346;0.893732970027248;5.0;19.2631578947368;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2834;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2834.afm;security/CVE/VarelaVaca2020-2016-2834;488.0;457.0;7.0;905.0;3.87403314917127;1.85450819672131;0.680327868852459;5.0;15.7096774193548;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2835;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2835.afm;security/CVE/VarelaVaca2020-2016-2835;350.0;340.0;4.0;900.0;3.88444444444444;2.57142857142857;0.914285714285714;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2836;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2836.afm;security/CVE/VarelaVaca2020-2016-2836;356.0;344.0;4.0;901.0;3.86903440621532;2.53089887640449;0.898876404494382;5.0;29.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2837;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2837.afm;security/CVE/VarelaVaca2020-2016-2837;363.0;348.0;5.0;902.0;3.8669623059867;2.48484848484848;0.887052341597796;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2838;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2838.afm;security/CVE/VarelaVaca2020-2016-2838;356.0;344.0;4.0;901.0;3.88235294117647;2.53089887640449;0.901685393258427;5.0;29.5833333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-2839;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-2839.afm;security/CVE/VarelaVaca2020-2016-2839;364.0;346.0;5.0;1197.0;5.47284878863826;3.28846153846154;0.898351648351648;7.0;20.1666666666667;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4029;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4029.afm;security/CVE/VarelaVaca2020-2016-4029;364.0;356.0;4.0;342.0;5.2953216374269;0.939560439560439;0.972527472527472;5.0;45.375;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4566;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4566.afm;security/CVE/VarelaVaca2020-2016-4566;391.0;380.0;5.0;366.0;5.27322404371585;0.936061381074169;0.966751918158568;5.0;35.4545454545455;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4567;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4567.afm;security/CVE/VarelaVaca2020-2016-4567;463.0;452.0;5.0;366.0;5.27322404371585;0.790496760259179;0.816414686825054;5.0;42.0;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4825;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4825.afm;security/CVE/VarelaVaca2020-2016-4825;115.0;107.0;4.0;1.0;2.0;0.008695652173913;0.0173913043478261;5.0;14.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4826;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4826.afm;security/CVE/VarelaVaca2020-2016-4826;115.0;107.0;4.0;1.0;2.0;0.008695652173913;0.0173913043478261;5.0;14.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4827;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4827.afm;security/CVE/VarelaVaca2020-2016-4827;115.0;107.0;4.0;1.0;2.0;0.008695652173913;0.0173913043478261;5.0;14.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-4828;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-4828.afm;security/CVE/VarelaVaca2020-2016-4828;115.0;107.0;4.0;1.0;2.0;0.008695652173913;0.0173913043478261;5.0;14.25;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5250;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5250.afm;security/CVE/VarelaVaca2020-2016-5250;350.0;340.0;4.0;900.0;3.88444444444444;2.57142857142857;0.914285714285714;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5251;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5251.afm;security/CVE/VarelaVaca2020-2016-5251;350.0;340.0;4.0;900.0;3.88444444444444;2.57142857142857;0.914285714285714;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5252;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5252.afm;security/CVE/VarelaVaca2020-2016-5252;363.0;348.0;5.0;902.0;3.8669623059867;2.48484848484848;0.887052341597796;5.0;24.1333333333333;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5253;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5253.afm;security/CVE/VarelaVaca2020-2016-5253;350.0;340.0;4.0;900.0;3.87111111111111;2.57142857142857;0.911428571428571;5.0;34.9;;;;;;;;;;;
CVE;VarelaVaca2020;False;2016-5254;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2016-5254.afm;security/CVE/VarelaVaca2020-2016-5254;363.0;348.0;5.0;902.0;3.88026607538803;2.48484848484848;0.889807162534435;5.0;24.1333333333333;;;;;;;;;;;
