Name;Origin;Domain;Format;Extension;Year;Keywords;Hierarchy;Versions;VersionRange;Variants;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
am31_sim;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/am31_sim/Passos2011.json;systems_software/am31_sim/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
am31_sim;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/am31_sim/Knüppel2017.json;systems_software/am31_sim/Knüppel2017;1178.0;891.0;30.0;819.0;2.96825396825397;0.695246179966044;0.835314091680815;7.0;4.10104529616725;12.0;0.0;2747.0;5632.0;9;2608;0.487748579545455;6;332;1777;1;6;48;0.954159592529711;166;1124;119;598;580
am31_sim;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/am31_sim/Berger2013.json;systems_software/am31_sim/Berger2013;1166.0;1165.0;1165.0;2968.0;2.69272237196766;2.54545454545455;0.999142367066895;2.0;1165.0;0.0;0.0;4134.0;9452.0;9;3368;0.437367752856538;0;1374;2911;1;25;0;0.978559176672384;24;1141;273;1738;1584
android;Mendonca2009;systems_software;SXFM;json;2009;['Manual'];True;0;;2;http://www.splot-research.org/;https://doi.org/10.1145/1639950.1640002;feature_models/original/systems_software/android/Mendonca2009.json;systems_software/android/Mendonca2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/asb/Passos2011.json;systems_software/asb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asb;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/asb/Knüppel2017.json;systems_software/asb/Knüppel2017;1244.0;952.0;32.0;851.0;2.97414806110458;0.684083601286174;0.819131832797428;7.0;4.25684931506849;12.0;0.0;2866.0;5872.0;12;2719;0.48807901907357;6;341;1870;1;6;52;0.953376205787781;184;1186;129;625;595
asb;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/asb/Berger2013.json;systems_software/asb/Berger2013;1232.0;1231.0;1231.0;3081.0;2.66893865628043;2.50081168831169;0.999188311688312;2.0;1231.0;0.0;0.0;4313.0;9813.0;12;3538;0.439519005400999;0;1401;3068;1;28;0;0.977272727272727;27;1204;290;1829;1661
asb2305;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/asb2305/Passos2011.json;systems_software/asb2305/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
asb2305;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/asb2305/Knüppel2017.json;systems_software/asb2305/Knüppel2017;1255.0;959.0;32.0;857.0;2.97316219369895;0.682868525896414;0.818326693227092;7.0;4.23648648648649;12.0;0.0;2892.0;5923.0;13;2744;0.48826608137768;6;346;1883;1;6;61;0.946613545816733;187;1188;129;627;597
asb2305;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/asb2305/Berger2013.json;systems_software/asb2305/Berger2013;1243.0;1242.0;1242.0;3101.0;2.66430183811674;2.49477071600965;0.999195494770716;2.0;1242.0;0.0;0.0;4344.0;9874.0;13;3568;0.43994328539599;0;1413;3092;1;29;0;0.976669348350764;28;1214;292;1842;1674
assabet;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/assabet/Passos2011.json;systems_software/assabet/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
assabet;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/assabet/Knüppel2017.json;systems_software/assabet/Knüppel2017;1279.0;966.0;35.0;927.0;3.02049622437972;0.724784988272088;0.845191555903049;7.0;4.08306709265176;12.0;0.0;3017.0;6222.0;15;2835;0.484892317582771;6;373;1969;1;6;70;0.940578577013292;193;1203;126;689;654
assabet;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/assabet/Berger2013.json;systems_software/assabet/Berger2013;1267.0;1266.0;1266.0;3883.0;3.89389647180015;3.06471981057616;0.999210734017364;2.0;1266.0;0.0;0.0;5150.0;13712.0;15;3666;0.375583430571762;0;2135;3203;1;30;0;0.976322020520916;29;1237;?;1930;1741
at91sam7sek;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/at91sam7sek/Passos2011.json;systems_software/at91sam7sek/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
at91sam7sek;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/at91sam7sek/Knüppel2017.json;systems_software/at91sam7sek/Knüppel2017;1309.0;999.0;34.0;917.0;3.07742639040349;0.700534759358289;0.843391902215432;7.0;4.21935483870968;12.0;0.0;3075.0;6335.0;15;2894;0.485398579321231;6;372;1986;1;6;76;0.937356760886173;199;1227;128;676;647
at91sam7sek;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/at91sam7sek/Berger2013.json;systems_software/at91sam7sek/Berger2013;1297.0;1296.0;1296.0;3921.0;3.8740117317011;3.02313030069391;0.99922898997687;2.0;1296.0;0.0;0.0;5218.0;13844.0;15;3736;0.376914186651257;0;2161;3251;1;30;0;0.976869699306091;29;1267;?;1948;1762
at91sam7xek;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/at91sam7xek/Passos2011.json;systems_software/at91sam7xek/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
at91sam7xek;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/at91sam7xek/Knüppel2017.json;systems_software/at91sam7xek/Knüppel2017;1332.0;1018.0;34.0;928.0;3.08081896551724;0.696696696696697;0.838588588588589;7.0;4.23885350318471;12.0;0.0;3124.0;6435.0;16;2940;0.485470085470085;6;374;2016;1;6;62;0.948948948948949;193;1264;132;683;646
at91sam7xek;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/at91sam7xek/Berger2013.json;systems_software/at91sam7xek/Berger2013;1320.0;1319.0;1319.0;3963.0;3.8554125662377;3.00227272727273;0.999242424242424;2.0;1319.0;0.0;0.0;5283.0;13977.0;16;3797;0.37797810688989;0;2171;3304;1;30;0;0.977272727272727;29;1290;?;1978;1786
atlas_mips32_4kc;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/atlas_mips32_4kc/Passos2011.json;systems_software/atlas_mips32_4kc/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atlas_mips32_4kc;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/atlas_mips32_4kc/Knüppel2017.json;systems_software/atlas_mips32_4kc/Knüppel2017;1229.0;928.0;33.0;859.0;2.9802095459837;0.698942229454841;0.83726606997559;7.0;4.0797342192691;12.0;0.0;2875.0;5893.0;13;2724;0.48786696080095;6;347;1860;1;6;41;0.961757526444264;169;1182;124;630;605
atlas_mips32_4kc;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/atlas_mips32_4kc/Berger2013.json;systems_software/atlas_mips32_4kc/Berger2013;1217.0;1216.0;1216.0;3078.0;2.67251461988304;2.5291700903862;0.999178307313065;2.0;1216.0;0.0;0.0;4295.0;9782.0;13;3514;0.439071764465345;0;1409;3042;1;29;0;0.976170912078882;28;1188;?;1818;1646
atlas_mips64_5kc;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/atlas_mips64_5kc/Passos2011.json;systems_software/atlas_mips64_5kc/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
atlas_mips64_5kc;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/atlas_mips64_5kc/Knüppel2017.json;systems_software/atlas_mips64_5kc/Knüppel2017;1222.0;923.0;33.0;857.0;2.97432905484247;0.701309328968903;0.837152209492635;7.0;4.08361204013378;12.0;0.0;2859.0;5861.0;13;2708;0.487800716601263;6;345;1853;1;6;41;0.961538461538462;168;1175;123;630;605
atlas_mips64_5kc;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/atlas_mips64_5kc/Berger2013.json;systems_software/atlas_mips64_5kc/Berger2013;1210.0;1209.0;1209.0;3066.0;2.67514677103718;2.53388429752066;0.999173553719008;2.0;1209.0;0.0;0.0;4276.0;9744.0;13;3495;0.438834154351396;0;1404;3028;1;29;0;0.97603305785124;28;1181;?;1811;1640
axTLS;Berger2013;systems_software;DIMACS;json;2013;['Automatic', 'KConfig', 'LVAT'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/axTLS/Berger2013.json;systems_software/axTLS/Berger2013;685.0;684.0;684.0;2155.0;2.74756380510441;3.14598540145985;0.998540145985401;2.0;684.0;0.0;0.0;2840.0;7222.0;383;1241;0.393242869011354;0;981;2129;1;383;0;0.440875912408759;382;302;62;1445;1071
brutus;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/brutus/Passos2011.json;systems_software/brutus/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
brutus;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/brutus/Knüppel2017.json;systems_software/brutus/Knüppel2017;1234.0;937.0;33.0;876.0;3.04566210045662;0.709886547811994;0.840356564019449;7.0;4.15151515151515;12.0;0.0;2899.0;5974.0;14;2728;0.485269501171744;6;350;1882;1;6;58;0.948136142625608;183;1170;123;647;620
brutus;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/brutus/Berger2013.json;systems_software/brutus/Berger2013;1222.0;1221.0;1221.0;3754.0;3.94086307938199;3.07201309328969;0.999181669394435;2.0;1221.0;0.0;0.0;4976.0;13324.0;14;3526;0.373461422996097;0;2079;3073;1;29;0;0.976268412438625;28;1193;?;1845;1676
calm16_ceb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/calm16_ceb/Passos2011.json;systems_software/calm16_ceb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
calm16_ceb;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/calm16_ceb/Knüppel2017.json;systems_software/calm16_ceb/Knüppel2017;1186.0;899.0;31.0;830.0;2.96626506024096;0.699831365935919;0.836424957841484;7.0;4.12891986062718;12.0;0.0;2769.0;5677.0;10;2627;0.487757618460454;6;334;1799;1;6;49;0.95362563237774;171;1131;119;612;586
calm16_ceb;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/calm16_ceb/Berger2013.json;systems_software/calm16_ceb/Berger2013;1174.0;1173.0;1173.0;2990.0;2.68795986622074;2.54684838160136;0.999148211243612;2.0;1173.0;0.0;0.0;4164.0;9513.0;10;3395;0.437716808577736;0;1377;2940;1;26;0;0.977853492333901;25;1148;274;1759;1596
calm32_ceb;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/calm32_ceb/Passos2011.json;systems_software/calm32_ceb/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
calm32_ceb;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/calm32_ceb/Knüppel2017.json;systems_software/calm32_ceb/Knüppel2017;1186.0;899.0;31.0;830.0;2.96626506024096;0.699831365935919;0.836424957841484;7.0;4.12891986062718;12.0;0.0;2769.0;5677.0;10;2627;0.487757618460454;6;334;1799;1;6;49;0.95362563237774;171;1131;119;612;586
calm32_ceb;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/calm32_ceb/Berger2013.json;systems_software/calm32_ceb/Berger2013;1174.0;1173.0;1173.0;2990.0;2.68795986622074;2.54684838160136;0.999148211243612;2.0;1173.0;0.0;0.0;4164.0;9513.0;10;3395;0.437716808577736;0;1377;2940;1;26;0;0.977853492333901;25;1148;274;1759;1596
cdl_linux;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cdl_linux/Passos2011.json;systems_software/cdl_linux/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cdl_linux;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cdl_linux/Knüppel2017.json;systems_software/cdl_linux/Knüppel2017;1245.0;941.0;31.0;859.0;3.034924330617;0.68995983935743;0.840963855421687;7.0;4.0921052631579;12.0;0.0;2923.0;6021.0;12;2758;0.48546753031058;6;341;1902;1;6;58;0.94859437751004;177;1181;122;656;632
cdl_linux;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cdl_linux/Berger2013.json;systems_software/cdl_linux/Berger2013;1233.0;1232.0;1232.0;3154.0;2.69594166138237;2.55798864557989;0.99918896999189;2.0;1232.0;0.0;0.0;4387.0;10047.0;12;3552;0.43664775554892;0;1492;3101;1;27;0;0.978102189781022;26;1206;?;1862;1680
ceb_v850;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ceb_v850/Passos2011.json;systems_software/ceb_v850/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ceb_v850;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ceb_v850/Knüppel2017.json;systems_software/ceb_v850/Knüppel2017;1202.0;910.0;30.0;843.0;2.96915776986951;0.701331114808652;0.8369384359401;7.0;4.11301369863014;12.0;0.0;2807.0;5757.0;8;2665;0.487580336981067;6;339;1827;1;6;46;0.956738768718802;175;1150;121;624;603
ceb_v850;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ceb_v850/Berger2013.json;systems_software/ceb_v850/Berger2013;1190.0;1189.0;1189.0;3025.0;2.68231404958678;2.54201680672269;0.999159663865546;2.0;1189.0;0.0;0.0;4215.0;9620.0;8;3445;0.438149688149688;0;1388;2985;1;24;0;0.979831932773109;23;1166;?;1788;1630
cerf;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cerf/Passos2011.json;systems_software/cerf/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cerf;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cerf/Knüppel2017.json;systems_software/cerf/Knüppel2017;1289.0;973.0;35.0;935.0;3.02032085561497;0.725368502715283;0.845616757176106;7.0;4.07594936708861;12.0;0.0;3042.0;6277.0;17;2854;0.484626413891987;6;375;1985;1;6;53;0.95422808378588;188;1230;128;695;661
cerf;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cerf/Berger2013.json;systems_software/cerf/Berger2013;1277.0;1276.0;1276.0;3910.0;3.8843989769821;3.061863743148;0.999216914643696;2.0;1276.0;0.0;0.0;5187.0;13796.0;17;3694;0.375978544505654;0;2150;3229;1;31;0;0.975724353954581;30;1246;?;1946;1758
cerfpda;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cerfpda/Passos2011.json;systems_software/cerfpda/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cerfpda;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cerfpda/Knüppel2017.json;systems_software/cerfpda/Knüppel2017;1304.0;983.0;35.0;946.0;3.0169133192389;0.725460122699387;0.845858895705521;7.0;4.05919003115265;12.0;0.0;3080.0;6353.0;17;2892;0.484810325830316;6;383;2006;1;6;53;0.954754601226994;189;1245;129;701;667
cerfpda;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cerfpda/Berger2013.json;systems_software/cerfpda/Berger2013;1292.0;1291.0;1291.0;3940.0;3.87005076142132;3.04953560371517;0.99922600619195;2.0;1291.0;0.0;0.0;5232.0;13886.0;17;3739;0.376782370733112;0;2159;3265;1;31;0;0.976006191950464;30;1261;?;1967;1778
cma230;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cma230/Passos2011.json;systems_software/cma230/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cma230;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cma230/Knüppel2017.json;systems_software/cma230/Knüppel2017;1225.0;931.0;31.0;868.0;3.05875576036866;0.708571428571428;0.84;7.0;4.16326530612245;12.0;0.0;2879.0;5937.0;11;2711;0.48492504631969;6;348;1872;1;8;55;0.948571428571429;180;1162;122;646;619
cma230;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cma230/Berger2013.json;systems_software/cma230/Berger2013;1213.0;1212.0;1212.0;3739.0;3.95025407863065;3.08244023083265;0.999175597691674;2.0;1212.0;0.0;0.0;4952.0;13280.0;11;3504;0.37289156626506;0;2075;3056;1;26;0;0.978565539983512;25;1187;?;1837;1669
cma28x;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cma28x/Passos2011.json;systems_software/cma28x/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cma28x;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cma28x/Knüppel2017.json;systems_software/cma28x/Knüppel2017;1217.0;921.0;30.0;849.0;2.97290930506478;0.697617091207888;0.834839769926048;7.0;4.10810810810811;12.0;0.0;2845.0;5833.0;8;2703;0.487742156694668;6;347;1844;1;6;49;0.95480690221857;173;1162;123;626;604
cma28x;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cma28x/Berger2013.json;systems_software/cma28x/Berger2013;1205.0;1204.0;1204.0;3051.0;2.67551622418879;2.53195020746888;0.999170124481328;2.0;1204.0;0.0;0.0;4256.0;9701.0;8;3487;0.438717657973405;0;1397;3017;1;24;0;0.980082987551867;23;1181;?;1805;1646
cme555;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cme555/Passos2011.json;systems_software/cme555/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cme555;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cme555/Knüppel2017.json;systems_software/cme555/Knüppel2017;1279.0;981.0;30.0;863.0;3.00115874855156;0.674745895230649;0.815480844409695;7.0;4.28859060402685;12.0;0.0;2959.0;6064.0;8;2816;0.487961741424802;6;355;1910;1;6;49;0.956997654417514;176;1224;134;630;602
cme555;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cme555/Berger2013.json;systems_software/cme555/Berger2013;1267.0;1266.0;1266.0;3167.0;2.66719292706031;2.49960536700868;0.999210734017364;2.0;1266.0;0.0;0.0;4434.0;10085.0;8;3643;0.439662865642043;0;1447;3145;1;24;0;0.981057616416732;23;1243;?;1871;1704
cq7708;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cq7708/Passos2011.json;systems_software/cq7708/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cq7708;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/cq7708/Knüppel2017.json;systems_software/cq7708/Knüppel2017;1252.0;952.0;31.0;858.0;3.05011655011655;0.685303514376997;0.841054313099042;7.0;4.17;13.0;0.0;2954.0;6072.0;11;2793;0.486495388669302;6;346;1895;1;6;58;0.94888178913738;190;1188;122;642;612
cq7708;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/cq7708/Berger2013.json;systems_software/cq7708/Berger2013;1239.0;1238.0;1238.0;49770.0;6.72849105887081;40.1694915254237;0.999192897497982;2.0;1238.0;0.0;0.0;51009.0;242733.0;11;3588;0.210144479736995;0;48091;3100;1;27;0;0.978208232445521;26;1212;?;1854;1681
cq7750;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/cq7750/Passos2011.json;systems_software/cq7750/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
