Name;Domain;Format;Publication;Keywords;Source;ConvertedFrom;Conversion_Tool
CVE-2017-18563;cve;.afm;;;;;
CVE-2017-18564;cve;.afm;;;;;
CVE-2017-18565;cve;.afm;;;;;
CVE-2017-18566;cve;.afm;;;;;
CVE-2017-18567;cve;.afm;;;;;
CVE-2017-18568;cve;.afm;;;;;
CVE-2017-18569;cve;.afm;;;;;
CVE-2017-18570;cve;.afm;;;;;
CVE-2017-18571;cve;.afm;;;;;
CVE-2017-18572;cve;.afm;;;;;
CVE-2017-18573;cve;.afm;;;;;
CVE-2017-18574;cve;.afm;;;;;
CVE-2017-18575;cve;.afm;;;;;
CVE-2017-18576;cve;.afm;;;;;
CVE-2017-18577;cve;.afm;;;;;
CVE-2017-18578;cve;.afm;;;;;
CVE-2017-18579;cve;.afm;;;;;
CVE-2017-18580;cve;.afm;;;;;
CVE-2017-18581;cve;.afm;;;;;
CVE-2017-18582;cve;.afm;;;;;
CVE-2017-18583;cve;.afm;;;;;
CVE-2017-18584;cve;.afm;;;;;
CVE-2017-18585;cve;.afm;;;;;
CVE-2017-18586;cve;.afm;;;;;
CVE-2017-18590;cve;.afm;;;;;
CVE-2017-18591;cve;.afm;;;;;
CVE-2017-18592;cve;.afm;;;;;
CVE-2017-18593;cve;.afm;;;;;
CVE-2017-18596;cve;.afm;;;;;
CVE-2017-18597;cve;.afm;;;;;
CVE-2017-18598;cve;.afm;;;;;
CVE-2017-18599;cve;.afm;;;;;
CVE-2017-18600;cve;.afm;;;;;
CVE-2017-18601;cve;.afm;;;;;
CVE-2017-18602;cve;.afm;;;;;
CVE-2017-18603;cve;.afm;;;;;
CVE-2017-18604;cve;.afm;;;;;
CVE-2017-18605;cve;.afm;;;;;
CVE-2017-18606;cve;.afm;;;;;
CVE-2017-18607;cve;.afm;;;;;
CVE-2017-18608;cve;.afm;;;;;
CVE-2017-18609;cve;.afm;;;;;
CVE-2017-18610;cve;.afm;;;;;
CVE-2017-18611;cve;.afm;;;;;
CVE-2017-18612;cve;.afm;;;;;
CVE-2017-18613;cve;.afm;;;;;
CVE-2017-18614;cve;.afm;;;;;
CVE-2017-18615;cve;.afm;;;;;
CVE-2017-18634;cve;.afm;;;;;
CVE-2017-2216;cve;.afm;;;;;
CVE-2017-2217;cve;.afm;;;;;
CVE-2017-2551;cve;.afm;;;;;
CVE-2017-2791;cve;.afm;;;;;
CVE-2017-3823;cve;.afm;;;;;
CVE-2017-5393;cve;.afm;;;;;
CVE-2017-5409;cve;.afm;;;;;
CVE-2017-5436;cve;.afm;;;;;
CVE-2017-5487;cve;.afm;;;;;
CVE-2017-5488;cve;.afm;;;;;
CVE-2017-5489;cve;.afm;;;;;
CVE-2017-5490;cve;.afm;;;;;
CVE-2017-5491;cve;.afm;;;;;
CVE-2017-5492;cve;.afm;;;;;
CVE-2017-5493;cve;.afm;;;;;
CVE-2017-5610;cve;.afm;;;;;
CVE-2017-5611;cve;.afm;;;;;
CVE-2017-5612;cve;.afm;;;;;
CVE-2017-6056;cve;.afm;;;;;
CVE-2017-6096;cve;.afm;;;;;
CVE-2017-6097;cve;.afm;;;;;
CVE-2017-6098;cve;.afm;;;;;
CVE-2017-6102;cve;.afm;;;;;
CVE-2017-6103;cve;.afm;;;;;
CVE-2017-6104;cve;.afm;;;;;
CVE-2017-6342;cve;.afm;;;;;
CVE-2017-6514;cve;.afm;;;;;
CVE-2017-6570;cve;.afm;;;;;
CVE-2017-6571;cve;.afm;;;;;
CVE-2017-6572;cve;.afm;;;;;
CVE-2017-6573;cve;.afm;;;;;
CVE-2017-6574;cve;.afm;;;;;
CVE-2017-6575;cve;.afm;;;;;
CVE-2017-6576;cve;.afm;;;;;
CVE-2017-6577;cve;.afm;;;;;
CVE-2017-6578;cve;.afm;;;;;
CVE-2017-6753;cve;.afm;;;;;
CVE-2017-6814;cve;.afm;;;;;
CVE-2017-6815;cve;.afm;;;;;
CVE-2017-6816;cve;.afm;;;;;
CVE-2017-6817;cve;.afm;;;;;
CVE-2017-6818;cve;.afm;;;;;
CVE-2017-6819;cve;.afm;;;;;
CVE-2017-7220;cve;.afm;;;;;
CVE-2017-7508;cve;.afm;;;;;
CVE-2017-7512;cve;.afm;;;;;
CVE-2017-7520;cve;.afm;;;;;
CVE-2017-7521;cve;.afm;;;;;
CVE-2017-7522;cve;.afm;;;;;
CVE-2017-7719;cve;.afm;;;;;
CVE-2017-7723;cve;.afm;;;;;
CVE-2017-7760;cve;.afm;;;;;
CVE-2017-7761;cve;.afm;;;;;
CVE-2017-7766;cve;.afm;;;;;
CVE-2017-7767;cve;.afm;;;;;
CVE-2017-7768;cve;.afm;;;;;
CVE-2017-8100;cve;.afm;;;;;
CVE-2017-8295;cve;.afm;;;;;
CVE-2017-8531;cve;.afm;;;;;
CVE-2017-8532;cve;.afm;;;;;
CVE-2017-8533;cve;.afm;;;;;
CVE-2017-8535;cve;.afm;;;;;
CVE-2017-8536;cve;.afm;;;;;
CVE-2017-8537;cve;.afm;;;;;
CVE-2017-8538;cve;.afm;;;;;
CVE-2017-8539;cve;.afm;;;;;
CVE-2017-8540;cve;.afm;;;;;
CVE-2017-8541;cve;.afm;;;;;
CVE-2017-8542;cve;.afm;;;;;
CVE-2017-8559;cve;.afm;;;;;
CVE-2017-8560;cve;.afm;;;;;
CVE-2017-8571;cve;.afm;;;;;
CVE-2017-8572;cve;.afm;;;;;
CVE-2017-8621;cve;.afm;;;;;
CVE-2017-8631;cve;.afm;;;;;
CVE-2017-8632;cve;.afm;;;;;
CVE-2017-8663;cve;.afm;;;;;
CVE-2017-8676;cve;.afm;;;;;
CVE-2017-8695;cve;.afm;;;;;
CVE-2017-8696;cve;.afm;;;;;
CVE-2017-8742;cve;.afm;;;;;
CVE-2017-8744;cve;.afm;;;;;
CVE-2017-8875;cve;.afm;;;;;
CVE-2017-9061;cve;.afm;;;;;
CVE-2017-9062;cve;.afm;;;;;
CVE-2017-9063;cve;.afm;;;;;
CVE-2017-9064;cve;.afm;;;;;
CVE-2017-9065;cve;.afm;;;;;
CVE-2017-9066;cve;.afm;;;;;
CVE-2017-9288;cve;.afm;;;;;
CVE-2017-9336;cve;.afm;;;;;
CVE-2017-9337;cve;.afm;;;;;
CVE-2017-9418;cve;.afm;;;;;
CVE-2017-9419;cve;.afm;;;;;
CVE-2017-9420;cve;.afm;;;;;
CVE-2017-9429;cve;.afm;;;;;
CVE-2017-9603;cve;.afm;;;;;
CVE-2017-9633;cve;.afm;;;;;
CVE-2017-9647;cve;.afm;;;;;
CVE-2017-9834;cve;.afm;;;;;
CVE-2017-9982;cve;.afm;;;;;
CVE-2018-0546;cve;.afm;;;;;
CVE-2018-0547;cve;.afm;;;;;
CVE-2018-0576;cve;.afm;;;;;
CVE-2018-0578;cve;.afm;;;;;
CVE-2018-0579;cve;.afm;;;;;
CVE-2018-0585;cve;.afm;;;;;
CVE-2018-0586;cve;.afm;;;;;
CVE-2018-0587;cve;.afm;;;;;
CVE-2018-0588;cve;.afm;;;;;
CVE-2018-0589;cve;.afm;;;;;
CVE-2018-0590;cve;.afm;;;;;
CVE-2018-0758;cve;.afm;;;;;
CVE-2018-0762;cve;.afm;;;;;
CVE-2018-0769;cve;.afm;;;;;
CVE-2018-0770;cve;.afm;;;;;
CVE-2018-0772;cve;.afm;;;;;
CVE-2018-0776;cve;.afm;;;;;
CVE-2018-0777;cve;.afm;;;;;
CVE-2018-0781;cve;.afm;;;;;
CVE-2018-0789;cve;.afm;;;;;
CVE-2018-0790;cve;.afm;;;;;
CVE-2018-0791;cve;.afm;;;;;
CVE-2018-0793;cve;.afm;;;;;
CVE-2018-0794;cve;.afm;;;;;
CVE-2018-0795;cve;.afm;;;;;
CVE-2018-0796;cve;.afm;;;;;
CVE-2018-0797;cve;.afm;;;;;
CVE-2018-0798;cve;.afm;;;;;
CVE-2018-0799;cve;.afm;;;;;
CVE-2018-0801;cve;.afm;;;;;
CVE-2018-0802;cve;.afm;;;;;
CVE-2018-0804;cve;.afm;;;;;
CVE-2018-0805;cve;.afm;;;;;
CVE-2018-0806;cve;.afm;;;;;
CVE-2018-0807;cve;.afm;;;;;
CVE-2018-0811;cve;.afm;;;;;
CVE-2018-0812;cve;.afm;;;;;
CVE-2018-0813;cve;.afm;;;;;
CVE-2018-0814;cve;.afm;;;;;
CVE-2018-0840;cve;.afm;;;;;
CVE-2018-0845;cve;.afm;;;;;
CVE-2018-0848;cve;.afm;;;;;
CVE-2018-0849;cve;.afm;;;;;
CVE-2018-0850;cve;.afm;;;;;
CVE-2018-0851;cve;.afm;;;;;
CVE-2018-0852;cve;.afm;;;;;
CVE-2018-0853;cve;.afm;;;;;
CVE-2018-0862;cve;.afm;;;;;
CVE-2018-0866;cve;.afm;;;;;
CVE-2018-0894;cve;.afm;;;;;
CVE-2018-0895;cve;.afm;;;;;
CVE-2018-0896;cve;.afm;;;;;
CVE-2018-0897;cve;.afm;;;;;
CVE-2018-0898;cve;.afm;;;;;
CVE-2018-0899;cve;.afm;;;;;
CVE-2018-0900;cve;.afm;;;;;
CVE-2018-0901;cve;.afm;;;;;
CVE-2018-0903;cve;.afm;;;;;
CVE-2018-0907;cve;.afm;;;;;
CVE-2018-0919;cve;.afm;;;;;
CVE-2018-0922;cve;.afm;;;;;
CVE-2018-0924;cve;.afm;;;;;
CVE-2018-0926;cve;.afm;;;;;
CVE-2018-0940;cve;.afm;;;;;
CVE-2018-1000131;cve;.afm;;;;;
CVE-2018-1000556;cve;.afm;;;;;
CVE-2018-1002000;cve;.afm;;;;;
CVE-2018-1002001;cve;.afm;;;;;
CVE-2018-1002002;cve;.afm;;;;;
CVE-2018-1002003;cve;.afm;;;;;
CVE-2018-1002004;cve;.afm;;;;;
CVE-2018-1002007;cve;.afm;;;;;
CVE-2018-1002008;cve;.afm;;;;;
CVE-2018-1002009;cve;.afm;;;;;
CVE-2018-1010;cve;.afm;;;;;
CVE-2018-10100;cve;.afm;;;;;
CVE-2018-10101;cve;.afm;;;;;
CVE-2018-10102;cve;.afm;;;;;
CVE-2018-1012;cve;.afm;;;;;
CVE-2018-1013;cve;.afm;;;;;
CVE-2018-1015;cve;.afm;;;;;
CVE-2018-1016;cve;.afm;;;;;
CVE-2018-10233;cve;.afm;;;;;
CVE-2018-10234;cve;.afm;;;;;
CVE-2018-10300;cve;.afm;;;;;
CVE-2018-10309;cve;.afm;;;;;
CVE-2018-10752;cve;.afm;;;;;
CVE-2018-10969;cve;.afm;;;;;
CVE-2018-11105;cve;.afm;;;;;
CVE-2018-11244;cve;.afm;;;;;
CVE-2018-11309;cve;.afm;;;;;
CVE-2018-11366;cve;.afm;;;;;
CVE-2018-11515;cve;.afm;;;;;
CVE-2018-11525;cve;.afm;;;;;
CVE-2018-11526;cve;.afm;;;;;
CVE-2018-11579;cve;.afm;;;;;
CVE-2018-11709;cve;.afm;;;;;
CVE-2018-11769;cve;.afm;;;;;
CVE-2018-12379;cve;.afm;;;;;
CVE-2018-12388;cve;.afm;;;;;
CVE-2018-12389;cve;.afm;;;;;
CVE-2018-12390;cve;.afm;;;;;
CVE-2018-12405;cve;.afm;;;;;
CVE-2018-12406;cve;.afm;;;;;
CVE-2018-12426;cve;.afm;;;;;
CVE-2018-12636;cve;.afm;;;;;
CVE-2018-12895;cve;.afm;;;;;
CVE-2018-13136;cve;.afm;;;;;
CVE-2018-13137;cve;.afm;;;;;
CVE-2018-13389;cve;.afm;;;;;
CVE-2018-13832;cve;.afm;;;;;
CVE-2018-14009;cve;.afm;;;;;
CVE-2018-14028;cve;.afm;;;;;
CVE-2018-14071;cve;.afm;;;;;
CVE-2018-14430;cve;.afm;;;;;
CVE-2018-14502;cve;.afm;;;;;
CVE-2018-14846;cve;.afm;;;;;
CVE-2018-15473;cve;.afm;;;;;
CVE-2018-15571;cve;.afm;;;;;
CVE-2018-15599;cve;.afm;;;;;
CVE-2018-15877;cve;.afm;;;;;
CVE-2018-16159;cve;.afm;;;;;
CVE-2018-16206;cve;.afm;;;;;
CVE-2018-16254;cve;.afm;;;;;
CVE-2018-16255;cve;.afm;;;;;
CVE-2018-16256;cve;.afm;;;;;
CVE-2018-16257;cve;.afm;;;;;
CVE-2018-16258;cve;.afm;;;;;
CVE-2018-16259;cve;.afm;;;;;
CVE-2018-16285;cve;.afm;;;;;
CVE-2018-16299;cve;.afm;;;;;
CVE-2018-16308;cve;.afm;;;;;
CVE-2018-16363;cve;.afm;;;;;
CVE-2018-16966;cve;.afm;;;;;
CVE-2018-16967;cve;.afm;;;;;
CVE-2018-17138;cve;.afm;;;;;
CVE-2018-17140;cve;.afm;;;;;
CVE-2018-17573;cve;.afm;;;;;
CVE-2018-17583;cve;.afm;;;;;
CVE-2018-17584;cve;.afm;;;;;
CVE-2018-17585;cve;.afm;;;;;
CVE-2018-17586;cve;.afm;;;;;
CVE-2018-17866;cve;.afm;;;;;
CVE-2018-17884;cve;.afm;;;;;
CVE-2018-17946;cve;.afm;;;;;
CVE-2018-17947;cve;.afm;;;;;
CVE-2018-18017;cve;.afm;;;;;
CVE-2018-18018;cve;.afm;;;;;
CVE-2018-18019;cve;.afm;;;;;
CVE-2018-18069;cve;.afm;;;;;
CVE-2018-18373;cve;.afm;;;;;
CVE-2018-18379;cve;.afm;;;;;
CVE-2018-18460;cve;.afm;;;;;
CVE-2018-18461;cve;.afm;;;;;
CVE-2018-18501;cve;.afm;;;;;
CVE-2018-18502;cve;.afm;;;;;
CVE-2018-18505;cve;.afm;;;;;
CVE-2018-18576;cve;.afm;;;;;
CVE-2018-18581;cve;.afm;;;;;
CVE-2018-18582;cve;.afm;;;;;
CVE-2018-18583;cve;.afm;;;;;
CVE-2018-18872;cve;.afm;;;;;
CVE-2018-18919;cve;.afm;;;;;
CVE-2018-19040;cve;.afm;;;;;
CVE-2018-19041;cve;.afm;;;;;
CVE-2018-19042;cve;.afm;;;;;
CVE-2018-19043;cve;.afm;;;;;
CVE-2018-19207;cve;.afm;;;;;
CVE-2018-19370;cve;.afm;;;;;
CVE-2018-19456;cve;.afm;;;;;
CVE-2018-19487;cve;.afm;;;;;
CVE-2018-19488;cve;.afm;;;;;
CVE-2018-19796;cve;.afm;;;;;
CVE-2018-20101;cve;.afm;;;;;
CVE-2018-20147;cve;.afm;;;;;
CVE-2018-20148;cve;.afm;;;;;
CVE-2018-20149;cve;.afm;;;;;
CVE-2018-20150;cve;.afm;;;;;
CVE-2018-20151;cve;.afm;;;;;
CVE-2018-20152;cve;.afm;;;;;
CVE-2018-20153;cve;.afm;;;;;
CVE-2018-20154;cve;.afm;;;;;
CVE-2018-20155;cve;.afm;;;;;
CVE-2018-20156;cve;.afm;;;;;
CVE-2018-20231;cve;.afm;;;;;
CVE-2018-20368;cve;.afm;;;;;
CVE-2018-20555;cve;.afm;;;;;
CVE-2018-20556;cve;.afm;;;;;
CVE-2018-20714;cve;.afm;;;;;
CVE-2018-20838;cve;.afm;;;;;
CVE-2018-20963;cve;.afm;;;;;
CVE-2018-20964;cve;.afm;;;;;
CVE-2018-20965;cve;.afm;;;;;
CVE-2018-20966;cve;.afm;;;;;
CVE-2018-20967;cve;.afm;;;;;
CVE-2018-20968;cve;.afm;;;;;
CVE-2018-20970;cve;.afm;;;;;
CVE-2018-20972;cve;.afm;;;;;
CVE-2018-20973;cve;.afm;;;;;
CVE-2018-20974;cve;.afm;;;;;
CVE-2018-20977;cve;.afm;;;;;
CVE-2018-20978;cve;.afm;;;;;
CVE-2018-20979;cve;.afm;;;;;
CVE-2018-20980;cve;.afm;;;;;
CVE-2018-20981;cve;.afm;;;;;
CVE-2018-20982;cve;.afm;;;;;
CVE-2018-20983;cve;.afm;;;;;
CVE-2018-20984;cve;.afm;;;;;
CVE-2018-20985;cve;.afm;;;;;
CVE-2018-20987;cve;.afm;;;;;
CVE-2018-20988;cve;.afm;;;;;
CVE-2018-21001;cve;.afm;;;;;
CVE-2018-21002;cve;.afm;;;;;
CVE-2018-21003;cve;.afm;;;;;
CVE-2018-21004;cve;.afm;;;;;
CVE-2018-21005;cve;.afm;;;;;
CVE-2018-21006;cve;.afm;;;;;
CVE-2018-21007;cve;.afm;;;;;
CVE-2018-21011;cve;.afm;;;;;
CVE-2018-21012;cve;.afm;;;;;
CVE-2018-21013;cve;.afm;;;;;
CVE-2018-21014;cve;.afm;;;;;
CVE-2018-3810;cve;.afm;;;;;
CVE-2018-3811;cve;.afm;;;;;
CVE-2018-5152;cve;.afm;;;;;
CVE-2018-5183;cve;.afm;;;;;
CVE-2018-5201;cve;.afm;;;;;
CVE-2018-5212;cve;.afm;;;;;
CVE-2018-5213;cve;.afm;;;;;
CVE-2018-5214;cve;.afm;;;;;
CVE-2018-5280;cve;.afm;;;;;
CVE-2018-5284;cve;.afm;;;;;
CVE-2018-5285;cve;.afm;;;;;
CVE-2018-5286;cve;.afm;;;;;
CVE-2018-5287;cve;.afm;;;;;
CVE-2018-5288;cve;.afm;;;;;
CVE-2018-5289;cve;.afm;;;;;
CVE-2018-5290;cve;.afm;;;;;
CVE-2018-5291;cve;.afm;;;;;
CVE-2018-5292;cve;.afm;;;;;
CVE-2018-5293;cve;.afm;;;;;
CVE-2018-5310;cve;.afm;;;;;
CVE-2018-5311;cve;.afm;;;;;
CVE-2018-5312;cve;.afm;;;;;
CVE-2018-5315;cve;.afm;;;;;
CVE-2018-5316;cve;.afm;;;;;
CVE-2018-5361;cve;.afm;;;;;
CVE-2018-5362;cve;.afm;;;;;
CVE-2018-5363;cve;.afm;;;;;
CVE-2018-5364;cve;.afm;;;;;
CVE-2018-5365;cve;.afm;;;;;
CVE-2018-5366;cve;.afm;;;;;
CVE-2018-5367;cve;.afm;;;;;
CVE-2018-5368;cve;.afm;;;;;
CVE-2018-5369;cve;.afm;;;;;
CVE-2018-5372;cve;.afm;;;;;
CVE-2018-5373;cve;.afm;;;;;
CVE-2018-5374;cve;.afm;;;;;
CVE-2018-5695;cve;.afm;;;;;
CVE-2018-5776;cve;.afm;;;;;
CVE-2018-6001;cve;.afm;;;;;
CVE-2018-6002;cve;.afm;;;;;
CVE-2018-6194;cve;.afm;;;;;
CVE-2018-6195;cve;.afm;;;;;
CVE-2018-6357;cve;.afm;;;;;
CVE-2018-6389;cve;.afm;;;;;
CVE-2018-6465;cve;.afm;;;;;
CVE-2018-6466;cve;.afm;;;;;
CVE-2018-6467;cve;.afm;;;;;
CVE-2018-6468;cve;.afm;;;;;
CVE-2018-6469;cve;.afm;;;;;
CVE-2018-6943;cve;.afm;;;;;
CVE-2018-6944;cve;.afm;;;;;
CVE-2018-7184;cve;.afm;;;;;
CVE-2018-7204;cve;.afm;;;;;
CVE-2018-7280;cve;.afm;;;;;
CVE-2018-7422;cve;.afm;;;;;
CVE-2018-7433;cve;.afm;;;;;
CVE-2018-7508;cve;.afm;;;;;
CVE-2018-7543;cve;.afm;;;;;
CVE-2018-7586;cve;.afm;;;;;
CVE-2018-7723;cve;.afm;;;;;
CVE-2018-7747;cve;.afm;;;;;
CVE-2018-8729;cve;.afm;;;;;
CVE-2018-9034;cve;.afm;;;;;
CVE-2018-9035;cve;.afm;;;;;
CVE-2018-9118;cve;.afm;;;;;
CVE-2018-9172;cve;.afm;;;;;
CVE-2018-9330;cve;.afm;;;;;
CVE-2018-9844;cve;.afm;;;;;
CVE-2018-9864;cve;.afm;;;;;
CVE-2019-0190;cve;.afm;;;;;
CVE-2019-1000003;cve;.afm;;;;;
CVE-2019-1000031;cve;.afm;;;;;
CVE-2019-1010034;cve;.afm;;;;;
CVE-2019-1010104;cve;.afm;;;;;
CVE-2019-1010209;cve;.afm;;;;;
CVE-2019-1010257;cve;.afm;;;;;
CVE-2019-10270;cve;.afm;;;;;
CVE-2019-10673;cve;.afm;;;;;
CVE-2019-10692;cve;.afm;;;;;
CVE-2019-10864;cve;.afm;;;;;
CVE-2019-10866;cve;.afm;;;;;
CVE-2019-10869;cve;.afm;;;;;
CVE-2019-10936;cve;.afm;;;;;
CVE-2019-11185;cve;.afm;;;;;
CVE-2019-11223;cve;.afm;;;;;
CVE-2019-11557;cve;.afm;;;;;
CVE-2019-11565;cve;.afm;;;;;
CVE-2019-11590;cve;.afm;;;;;
CVE-2019-11633;cve;.afm;;;;;
CVE-2019-11709;cve;.afm;;;;;
CVE-2019-11710;cve;.afm;;;;;
CVE-2019-11734;cve;.afm;;;;;
CVE-2019-11735;cve;.afm;;;;;
CVE-2019-11736;cve;.afm;;;;;
CVE-2019-11740;cve;.afm;;;;;
CVE-2019-11753;cve;.afm;;;;;
CVE-2019-11758;cve;.afm;;;;;
CVE-2019-11764;cve;.afm;;;;;
CVE-2019-11869;cve;.afm;;;;;
CVE-2019-11871;cve;.afm;;;;;
CVE-2019-11872;cve;.afm;;;;;
CVE-2019-11886;cve;.afm;;;;;
CVE-2019-12239;cve;.afm;;;;;
CVE-2019-12240;cve;.afm;;;;;
CVE-2019-12241;cve;.afm;;;;;
CVE-2019-12346;cve;.afm;;;;;
CVE-2019-12498;cve;.afm;;;;;
CVE-2019-12516;cve;.afm;;;;;
CVE-2019-12517;cve;.afm;;;;;
CVE-2019-12566;cve;.afm;;;;;
CVE-2019-12570;cve;.afm;;;;;
CVE-2019-12826;cve;.afm;;;;;
CVE-2019-13344;cve;.afm;;;;;
CVE-2019-13413;cve;.afm;;;;;
CVE-2019-13414;cve;.afm;;;;;
CVE-2019-13463;cve;.afm;;;;;
CVE-2019-13478;cve;.afm;;;;;
CVE-2019-13505;cve;.afm;;;;;
CVE-2019-13570;cve;.afm;;;;;
CVE-2019-13572;cve;.afm;;;;;
CVE-2019-13575;cve;.afm;;;;;
CVE-2019-13635;cve;.afm;;;;;
CVE-2019-13940;cve;.afm;;;;;
CVE-2019-14205;cve;.afm;;;;;
CVE-2019-14206;cve;.afm;;;;;
CVE-2019-14327;cve;.afm;;;;;
CVE-2019-14328;cve;.afm;;;;;
CVE-2019-14348;cve;.afm;;;;;
CVE-2019-14364;cve;.afm;;;;;
CVE-2019-14365;cve;.afm;;;;;
CVE-2019-14366;cve;.afm;;;;;
CVE-2019-14467;cve;.afm;;;;;
CVE-2019-14470;cve;.afm;;;;;
CVE-2019-14679;cve;.afm;;;;;
CVE-2019-14680;cve;.afm;;;;;
CVE-2019-14681;cve;.afm;;;;;
CVE-2019-14682;cve;.afm;;;;;
CVE-2019-14683;cve;.afm;;;;;
CVE-2019-14773;cve;.afm;;;;;
CVE-2019-14774;cve;.afm;;;;;
CVE-2019-14784;cve;.afm;;;;;
CVE-2019-14785;cve;.afm;;;;;
CVE-2019-14786;cve;.afm;;;;;
CVE-2019-14787;cve;.afm;;;;;
CVE-2019-14788;cve;.afm;;;;;
CVE-2019-14789;cve;.afm;;;;;
CVE-2019-14790;cve;.afm;;;;;
CVE-2019-14791;cve;.afm;;;;;
CVE-2019-14792;cve;.afm;;;;;
CVE-2019-14793;cve;.afm;;;;;
CVE-2019-14794;cve;.afm;;;;;
CVE-2019-14795;cve;.afm;;;;;
CVE-2019-14796;cve;.afm;;;;;
CVE-2019-14797;cve;.afm;;;;;
CVE-2019-14798;cve;.afm;;;;;
CVE-2019-14799;cve;.afm;;;;;
CVE-2019-14800;cve;.afm;;;;;
CVE-2019-14801;cve;.afm;;;;;
CVE-2019-14936;cve;.afm;;;;;
CVE-2019-14945;cve;.afm;;;;;
CVE-2019-14946;cve;.afm;;;;;
CVE-2019-14947;cve;.afm;;;;;
CVE-2019-14949;cve;.afm;;;;;
CVE-2019-14950;cve;.afm;;;;;
CVE-2019-14978;cve;.afm;;;;;
CVE-2019-14979;cve;.afm;;;;;
CVE-2019-15082;cve;.afm;;;;;
CVE-2019-15092;cve;.afm;;;;;
CVE-2019-15109;cve;.afm;;;;;
CVE-2019-15110;cve;.afm;;;;;
CVE-2019-15111;cve;.afm;;;;;
CVE-2019-15112;cve;.afm;;;;;
CVE-2019-15113;cve;.afm;;;;;
CVE-2019-15114;cve;.afm;;;;;
CVE-2019-15116;cve;.afm;;;;;
CVE-2019-15238;cve;.afm;;;;;
CVE-2019-15317;cve;.afm;;;;;
CVE-2019-15318;cve;.afm;;;;;
CVE-2019-15319;cve;.afm;;;;;
CVE-2019-15320;cve;.afm;;;;;
CVE-2019-15321;cve;.afm;;;;;
CVE-2019-15322;cve;.afm;;;;;
CVE-2019-15323;cve;.afm;;;;;
CVE-2019-15324;cve;.afm;;;;;
CVE-2019-15326;cve;.afm;;;;;
CVE-2019-15327;cve;.afm;;;;;
CVE-2019-15328;cve;.afm;;;;;
CVE-2019-15329;cve;.afm;;;;;
CVE-2019-15330;cve;.afm;;;;;
CVE-2019-15331;cve;.afm;;;;;
CVE-2019-15643;cve;.afm;;;;;
CVE-2019-15644;cve;.afm;;;;;
CVE-2019-15645;cve;.afm;;;;;
CVE-2019-15646;cve;.afm;;;;;
CVE-2019-15647;cve;.afm;;;;;
CVE-2019-15648;cve;.afm;;;;;
CVE-2019-15649;cve;.afm;;;;;
CVE-2019-15650;cve;.afm;;;;;
CVE-2019-15659;cve;.afm;;;;;
CVE-2019-15660;cve;.afm;;;;;
CVE-2019-15713;cve;.afm;;;;;
CVE-2019-15769;cve;.afm;;;;;
CVE-2019-15770;cve;.afm;;;;;
CVE-2019-15771;cve;.afm;;;;;
CVE-2019-15772;cve;.afm;;;;;
CVE-2019-15774;cve;.afm;;;;;
CVE-2019-15775;cve;.afm;;;;;
CVE-2019-15776;cve;.afm;;;;;
CVE-2019-15777;cve;.afm;;;;;
CVE-2019-15778;cve;.afm;;;;;
CVE-2019-15779;cve;.afm;;;;;
CVE-2019-15780;cve;.afm;;;;;
CVE-2019-15781;cve;.afm;;;;;
CVE-2019-15816;cve;.afm;;;;;
CVE-2019-15817;cve;.afm;;;;;
CVE-2019-15818;cve;.afm;;;;;
CVE-2019-15819;cve;.afm;;;;;
CVE-2019-15820;cve;.afm;;;;;
CVE-2019-15821;cve;.afm;;;;;
CVE-2019-15822;cve;.afm;;;;;
CVE-2019-15823;cve;.afm;;;;;
CVE-2019-15824;cve;.afm;;;;;
CVE-2019-15825;cve;.afm;;;;;
CVE-2019-15826;cve;.afm;;;;;
CVE-2019-15827;cve;.afm;;;;;
CVE-2019-15828;cve;.afm;;;;;
CVE-2019-15829;cve;.afm;;;;;
CVE-2019-15830;cve;.afm;;;;;
CVE-2019-15831;cve;.afm;;;;;
CVE-2019-15832;cve;.afm;;;;;
CVE-2019-15833;cve;.afm;;;;;
CVE-2019-15834;cve;.afm;;;;;
CVE-2019-15835;cve;.afm;;;;;
CVE-2019-15836;cve;.afm;;;;;
CVE-2019-15837;cve;.afm;;;;;
CVE-2019-15838;cve;.afm;;;;;
CVE-2019-15839;cve;.afm;;;;;
CVE-2019-15840;cve;.afm;;;;;
CVE-2019-15841;cve;.afm;;;;;
CVE-2019-15842;cve;.afm;;;;;
CVE-2019-15858;cve;.afm;;;;;
CVE-2019-15863;cve;.afm;;;;;
CVE-2019-15866;cve;.afm;;;;;
CVE-2019-15868;cve;.afm;;;;;
CVE-2019-15870;cve;.afm;;;;;
CVE-2019-15871;cve;.afm;;;;;
CVE-2019-15872;cve;.afm;;;;;
CVE-2019-15873;cve;.afm;;;;;
CVE-2019-15889;cve;.afm;;;;;
CVE-2019-15895;cve;.afm;;;;;
CVE-2019-16117;cve;.afm;;;;;
CVE-2019-16118;cve;.afm;;;;;
CVE-2019-16119;cve;.afm;;;;;
CVE-2019-16120;cve;.afm;;;;;
CVE-2019-16217;cve;.afm;;;;;
CVE-2019-16218;cve;.afm;;;;;
CVE-2019-16219;cve;.afm;;;;;
CVE-2019-16220;cve;.afm;;;;;
CVE-2019-16221;cve;.afm;;;;;
CVE-2019-16222;cve;.afm;;;;;
CVE-2019-16223;cve;.afm;;;;;
