Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
CVE;VarelaVaca2020;False;2014-1480;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1480.afm;security/CVE/VarelaVaca2020-2014-1480;408.0;375.0;8.0;530.0;4.07924528301887;1.29901960784314;0.901960784313726;5.0;12.3333333333333;12.0;0.0;30930.0;62736.0;1;30494;0.493018362662586;0;522;30621;1;1;399;0.0196078431372549;368;8;1;30214;29870
CVE;VarelaVaca2020;False;2014-1481;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1481.afm;security/CVE/VarelaVaca2020-2014-1481;588.0;532.0;10.0;667.0;4.48275862068966;1.1343537414966;0.879251700680272;5.0;10.4821428571429;20.0;0.0;39635.0;80621.0;1;38933;0.491621289738406;0;649;39151;1;1;579;0.0136054421768707;530;8;1;?;?
CVE;VarelaVaca2020;False;2014-1482;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1482.afm;security/CVE/VarelaVaca2020-2014-1482;588.0;532.0;10.0;667.0;4.48275862068966;1.1343537414966;0.879251700680272;5.0;10.4821428571429;20.0;0.0;39635.0;80621.0;1;38933;0.491621289738406;0;649;39151;1;1;579;0.0136054421768707;530;8;1;?;?
CVE;VarelaVaca2020;False;2014-1483;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1483.afm;security/CVE/VarelaVaca2020-2014-1483;408.0;375.0;8.0;530.0;4.07924528301887;1.29901960784314;0.901960784313726;5.0;12.3333333333333;12.0;0.0;30930.0;62736.0;1;30494;0.493018362662586;0;522;30621;1;1;399;0.0196078431372549;368;8;1;30214;29945
CVE;VarelaVaca2020;False;2014-1484;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1484.afm;security/CVE/VarelaVaca2020-2014-1484;295.0;261.0;9.0;626.0;4.51916932907348;2.12203389830508;0.810169491525424;7.0;8.64705882352941;6.0;0.0;26378.0;53026.0;1;26364;0.497454079130992;0;619;26330;1;1;280;0.0474576271186441;249;14;1;26036;26007
CVE;VarelaVaca2020;False;2014-1485;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1485.afm;security/CVE/VarelaVaca2020-2014-1485;408.0;375.0;8.0;530.0;4.07924528301887;1.29901960784314;0.901960784313726;5.0;12.3333333333333;12.0;0.0;30930.0;62736.0;1;30494;0.493018362662586;0;522;30621;1;1;399;0.0196078431372549;368;8;1;30214;29947
CVE;VarelaVaca2020;False;2014-1486;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1486.afm;security/CVE/VarelaVaca2020-2014-1486;582.0;528.0;10.0;666.0;4.48648648648649;1.14432989690722;0.88659793814433;5.0;10.7592592592593;17.0;0.0;39617.0;80581.0;1;38918;0.491641950335687;0;649;39135;1;1;573;0.013745704467354;523;8;1;?;?
CVE;VarelaVaca2020;False;2014-1487;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1487.afm;security/CVE/VarelaVaca2020-2014-1487;588.0;532.0;10.0;667.0;4.48275862068966;1.1343537414966;0.879251700680272;5.0;10.4821428571429;20.0;0.0;39635.0;80621.0;1;38933;0.491621289738406;0;649;39151;1;1;579;0.0136054421768707;530;8;1;?;?
CVE;VarelaVaca2020;False;2014-1488;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1488.afm;security/CVE/VarelaVaca2020-2014-1488;407.0;374.0;8.0;530.0;4.07924528301887;1.3022113022113;0.904176904176904;5.0;12.3030303030303;12.0;0.0;30927.0;62729.0;1;30491;0.493025554368793;0;522;30618;1;1;398;0.0196560196560197;367;8;1;30212;29880
CVE;VarelaVaca2020;False;2014-1489;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1489.afm;security/CVE/VarelaVaca2020-2014-1489;298.0;265.0;9.0;440.0;2.88636363636364;1.47651006711409;0.869127516778523;5.0;9.0;8.0;0.0;26253.0;52865.0;1;26151;0.496604558781803;0;432;26145;1;1;289;0.0268456375838926;254;8;1;25848;25820
CVE;VarelaVaca2020;False;2014-1490;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1490.afm;security/CVE/VarelaVaca2020-2014-1490;670.0;621.0;10.0;664.0;4.49397590361446;0.991044776119403;0.767164179104478;5.0;13.6530612244898;19.0;0.0;42483.0;86405.0;1;41782;0.491672935594005;0;650;42005;1;1;661;0.0119402985074627;617;8;1;?;?
CVE;VarelaVaca2020;False;2014-1491;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1491.afm;security/CVE/VarelaVaca2020-2014-1491;671.0;622.0;10.0;664.0;4.49397590361446;0.98956780923994;0.76602086438152;5.0;13.6734693877551;20.0;0.0;42485.0;86410.0;1;41783;0.49166763106122;0;650;42007;1;1;662;0.0119225037257824;619;8;1;?;?
CVE;VarelaVaca2020;False;2014-1493;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1493.afm;security/CVE/VarelaVaca2020-2014-1493;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1494;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1494.afm;security/CVE/VarelaVaca2020-2014-1494;405.0;373.0;8.0;531.0;4.08097928436912;1.31111111111111;0.903703703703704;5.0;12.625;10.0;0.0;31462.0;63801.0;1;31026;0.493127066973872;0;523;31155;1;1;396;0.0197530864197531;365;8;1;30751;30410
CVE;VarelaVaca2020;False;2014-1496;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1496.afm;security/CVE/VarelaVaca2020-2014-1496;545.0;517.0;5.0;659.0;4.51745068285281;1.20917431192661;0.928440366972477;5.0;19.4285714285714;12.0;0.0;40291.0;81921.0;1;39595;0.491827492340181;0;652;39836;1;1;536;0.0146788990825688;513;8;1;?;?
CVE;VarelaVaca2020;False;2014-1497;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1497.afm;security/CVE/VarelaVaca2020-2014-1497;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1498;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1498.afm;security/CVE/VarelaVaca2020-2014-1498;405.0;373.0;8.0;531.0;4.08097928436912;1.31111111111111;0.903703703703704;5.0;12.625;10.0;0.0;31462.0;63801.0;1;31026;0.493127066973872;0;523;31155;1;1;396;0.0197530864197531;365;8;1;30751;30409
CVE;VarelaVaca2020;False;2014-1499;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1499.afm;security/CVE/VarelaVaca2020-2014-1499;405.0;373.0;8.0;531.0;4.08097928436912;1.31111111111111;0.903703703703704;5.0;12.625;10.0;0.0;31462.0;63801.0;1;31026;0.493127066973872;0;523;31155;1;1;396;0.0197530864197531;365;8;1;30751;30390
CVE;VarelaVaca2020;False;2014-1500;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1500.afm;security/CVE/VarelaVaca2020-2014-1500;405.0;373.0;8.0;531.0;4.08097928436912;1.31111111111111;0.903703703703704;5.0;12.625;10.0;0.0;31462.0;63801.0;1;31026;0.493127066973872;0;523;31155;1;1;396;0.0197530864197531;365;8;1;30751;30404
CVE;VarelaVaca2020;False;2014-1501;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1501.afm;security/CVE/VarelaVaca2020-2014-1501;287.0;261.0;7.0;627.0;4.51515151515152;2.18466898954704;0.829268292682927;5.0;11.0;6.0;0.0;26799.0;53868.0;1;26785;0.497493873914012;0;622;26759;1;1;274;0.0418118466898955;251;12;1;26473;26230
CVE;VarelaVaca2020;False;2014-1502;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1502.afm;security/CVE/VarelaVaca2020-2014-1502;405.0;373.0;8.0;531.0;4.08097928436912;1.31111111111111;0.903703703703704;5.0;12.625;10.0;0.0;31462.0;63801.0;1;31026;0.493127066973872;0;523;31155;1;1;396;0.0197530864197531;365;8;1;30751;30393
CVE;VarelaVaca2020;False;2014-1504;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1504.afm;security/CVE/VarelaVaca2020-2014-1504;402.0;373.0;7.0;530.0;4.08490566037736;1.31840796019901;0.907960199004975;5.0;13.8275862068966;10.0;0.0;31450.0;63777.0;1;31014;0.493124480612133;0;523;31146;1;1;393;0.0199004975124378;366;8;1;30745;30397
CVE;VarelaVaca2020;False;2014-1505;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1505.afm;security/CVE/VarelaVaca2020-2014-1505;591.0;537.0;10.0;672.0;4.46875;1.13705583756345;0.88155668358714;5.0;10.9259259259259;20.0;0.0;40442.0;82242.0;1;39738;0.491743877823983;0;655;39960;1;1;582;0.0135363790186125;535;8;1;?;?
CVE;VarelaVaca2020;False;2014-1506;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1506.afm;security/CVE/VarelaVaca2020-2014-1506;268.0;253.0;6.0;624.0;4.52724358974359;2.32835820895522;0.876865671641791;5.0;17.8;4.0;0.0;26752.0;53770.0;1;26740;0.497526501766784;0;622;26727;1;1;255;0.0447761194029851;246;12;1;26460;26219
CVE;VarelaVaca2020;False;2014-1508;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1508.afm;security/CVE/VarelaVaca2020-2014-1508;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1509;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1509.afm;security/CVE/VarelaVaca2020-2014-1509;585.0;535.0;8.0;671.0;4.47242921013413;1.14700854700855;0.888888888888889;5.0;11.68;19.0;0.0;40415.0;82186.0;1;39712;0.491750419779524;0;655;39937;1;1;576;0.0136752136752137;534;8;1;?;?
CVE;VarelaVaca2020;False;2014-1510;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1510.afm;security/CVE/VarelaVaca2020-2014-1510;591.0;537.0;9.0;672.0;4.46875;1.13705583756345;0.88155668358714;5.0;10.9259259259259;20.0;0.0;40435.0;82228.0;1;39731;0.491742472150606;0;655;39953;1;1;581;0.0152284263959391;536;9;1;?;?
CVE;VarelaVaca2020;False;2014-1511;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1511.afm;security/CVE/VarelaVaca2020-2014-1511;591.0;537.0;9.0;672.0;4.46875;1.13705583756345;0.88155668358714;5.0;10.9259259259259;20.0;0.0;40435.0;82228.0;1;39731;0.491742472150606;0;655;39953;1;1;581;0.0152284263959391;536;9;1;?;?
CVE;VarelaVaca2020;False;2014-1512;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1512.afm;security/CVE/VarelaVaca2020-2014-1512;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1513;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1513.afm;security/CVE/VarelaVaca2020-2014-1513;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1514;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1514.afm;security/CVE/VarelaVaca2020-2014-1514;590.0;537.0;9.0;672.0;4.46875;1.13898305084746;0.883050847457627;5.0;11.1132075471698;20.0;0.0;40433.0;82224.0;1;39729;0.49174207044172;0;655;39952;1;1;581;0.0135593220338983;536;8;1;?;?
CVE;VarelaVaca2020;False;2014-1515;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1515.afm;security/CVE/VarelaVaca2020-2014-1515;264.0;252.0;5.0;623.0;4.53130016051364;2.35984848484848;0.882575757575757;5.0;21.9166666666667;3.0;0.0;26958.0;54178.0;1;26947;0.497582044372254;0;1;26934;1;11;7;0.931818181818182;0;246;4;26671;26429
CVE;VarelaVaca2020;False;2014-1516;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1516.afm;security/CVE/VarelaVaca2020-2014-1516;264.0;252.0;5.0;623.0;4.53130016051364;2.35984848484848;0.882575757575757;5.0;21.9166666666667;3.0;0.0;26958.0;54178.0;1;26947;0.497582044372254;0;1;26934;1;11;7;0.931818181818182;0;246;4;26671;26429
CVE;VarelaVaca2020;False;2014-1518;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1518.afm;security/CVE/VarelaVaca2020-2014-1518;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1519;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1519.afm;security/CVE/VarelaVaca2020-2014-1519;395.0;373.0;7.0;534.0;4.09737827715356;1.35189873417722;0.939240506329114;5.0;17.9090909090909;11.0;0.0;31763.0;64415.0;1;31319;0.493099433361795;0;529;31466;1;1;386;0.020253164556962;370;8;1;31072;30706
CVE;VarelaVaca2020;False;2014-1520;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1520.afm;security/CVE/VarelaVaca2020-2014-1520;280.0;263.0;6.0;633.0;4.4913112164297;2.26071428571429;0.871428571428571;5.0;16.4117647058824;7.0;0.0;27032.0;54340.0;1;27017;0.49746043430254;0;623;27005;1;1;267;0.0428571428571429;259;12;1;26726;26474
CVE;VarelaVaca2020;False;2014-1522;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1522.afm;security/CVE/VarelaVaca2020-2014-1522;394.0;372.0;7.0;534.0;4.09737827715356;1.35532994923858;0.941624365482234;5.0;17.8636363636364;10.0;0.0;31761.0;64410.0;1;31318;0.493106660456451;0;529;31464;1;1;385;0.0203045685279188;368;8;1;31071;30794
CVE;VarelaVaca2020;False;2014-1523;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1523.afm;security/CVE/VarelaVaca2020-2014-1523;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1524;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1524.afm;security/CVE/VarelaVaca2020-2014-1524;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1525;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1525.afm;security/CVE/VarelaVaca2020-2014-1525;394.0;372.0;7.0;534.0;4.09737827715356;1.35532994923858;0.941624365482234;5.0;17.8636363636364;10.0;0.0;31761.0;64410.0;1;31318;0.493106660456451;0;529;31464;1;1;385;0.0203045685279188;368;8;1;31071;30731
CVE;VarelaVaca2020;False;2014-1526;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1526.afm;security/CVE/VarelaVaca2020-2014-1526;394.0;372.0;7.0;534.0;4.09737827715356;1.35532994923858;0.941624365482234;5.0;17.8636363636364;10.0;0.0;31761.0;64410.0;1;31318;0.493106660456451;0;529;31464;1;1;385;0.0203045685279188;368;8;1;31071;30714
CVE;VarelaVaca2020;False;2014-1527;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1527.afm;security/CVE/VarelaVaca2020-2014-1527;273.0;255.0;7.0;625.0;4.5232;2.28937728937729;0.864468864468864;5.0;15.1111111111111;4.0;0.0;26994.0;54256.0;1;26982;0.49753022707166;0;622;26966;1;1;260;0.043956043956044;247;12;1;26694;26452
CVE;VarelaVaca2020;False;2014-1529;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1529.afm;security/CVE/VarelaVaca2020-2014-1529;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1530;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1530.afm;security/CVE/VarelaVaca2020-2014-1530;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1531;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1531.afm;security/CVE/VarelaVaca2020-2014-1531;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1532;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1532.afm;security/CVE/VarelaVaca2020-2014-1532;592.0;542.0;10.0;678.0;4.46902654867257;1.14527027027027;0.893581081081081;5.0;11.82;21.0;0.0;41037.0;83448.0;1;40325;0.491767328156457;0;662;40558;1;1;583;0.0135135135135135;543;8;1;?;?
CVE;VarelaVaca2020;False;2014-1533;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1533.afm;security/CVE/VarelaVaca2020-2014-1533;273.0;262.0;4.0;439.0;2.88838268792711;1.60805860805861;0.923076923076923;5.0;24.7272727272727;5.0;0.0;27330.0;55019.0;1;27231;0.496737490685036;0;2;27247;1;7;0;0.974358974358974;0;266;4;26975;26723
CVE;VarelaVaca2020;False;2014-1534;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1534.afm;security/CVE/VarelaVaca2020-2014-1534;262.0;253.0;4.0;438.0;2.89041095890411;1.67175572519084;0.958015267175573;5.0;29.0;3.0;0.0;27279.0;54908.0;1;27182;0.496812850586436;0;1;27198;1;11;0;0.958015267175573;0;251;4;26937;26693
CVE;VarelaVaca2020;False;2014-1536;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1536.afm;security/CVE/VarelaVaca2020-2014-1536;262.0;253.0;4.0;438.0;2.89041095890411;1.67175572519084;0.958015267175573;5.0;29.0;3.0;0.0;27279.0;54908.0;1;27182;0.496812850586436;0;1;27198;1;11;0;0.958015267175573;0;251;4;26937;26693
CVE;VarelaVaca2020;False;2014-1537;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1537.afm;security/CVE/VarelaVaca2020-2014-1537;262.0;253.0;4.0;438.0;2.89041095890411;1.67175572519084;0.958015267175573;5.0;29.0;3.0;0.0;27279.0;54908.0;1;27182;0.496812850586436;0;1;27198;1;11;0;0.958015267175573;0;251;4;26937;26693
CVE;VarelaVaca2020;False;2014-1538;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1538.afm;security/CVE/VarelaVaca2020-2014-1538;421.0;407.0;4.0;573.0;3.64746945898778;1.36104513064133;0.945368171021378;5.0;30.0;7.0;0.0;36697.0;74216.0;1;36338;0.494462110596098;0;3;36459;1;7;0;0.983372921615202;0;414;4;?;?
CVE;VarelaVaca2020;False;2014-1539;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1539.afm;security/CVE/VarelaVaca2020-2014-1539;416.0;401.0;5.0;877.0;5.08779931584949;2.10817307692308;0.920673076923077;5.0;27.6666666666667;6.0;0.0;37195.0;75119.0;1;36923;0.495147698984278;0;2;37016;1;7;7;0.966346153846154;0;402;4;?;?
CVE;VarelaVaca2020;False;2014-1540;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1540.afm;security/CVE/VarelaVaca2020-2014-1540;262.0;253.0;4.0;438.0;2.89041095890411;1.67175572519084;0.958015267175573;5.0;29.0;3.0;0.0;27279.0;54908.0;1;27182;0.496812850586436;0;1;27198;1;11;0;0.958015267175573;0;251;4;26937;26693
CVE;VarelaVaca2020;False;2014-1541;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2014-1541.afm;security/CVE/VarelaVaca2020-2014-1541;421.0;407.0;4.0;573.0;3.64746945898778;1.36104513064133;0.945368171021378;5.0;30.0;7.0;0.0;36697.0;74216.0;1;36338;0.494462110596098;0;3;36459;1;7;0;0.983372921615202;0;414;4;?;?
