Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
CVE;VarelaVaca2020;False;2018-19796;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-19796.afm;security/CVE/VarelaVaca2020-2018-19796;241.0;232.0;4.0;225.0;2.0;0.933609958506224;0.941908713692946;0.950207468879668;25666.0;5.0;26.666666666666668;True;12.0;12.0;904
CVE;VarelaVaca2020;False;2018-20147;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20147.afm;security/CVE/VarelaVaca2020-2018-20147;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20148;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20148.afm;security/CVE/VarelaVaca2020-2018-20148;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20149;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20149.afm;security/CVE/VarelaVaca2020-2018-20149;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20150;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20150.afm;security/CVE/VarelaVaca2020-2018-20150;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20151;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20151.afm;security/CVE/VarelaVaca2020-2018-20151;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20152;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20152.afm;security/CVE/VarelaVaca2020-2018-20152;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20153;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20153.afm;security/CVE/VarelaVaca2020-2018-20153;489.0;478.0;5.0;461.0;5.479392624728851;0.9427402862985684;0.9713701431492844;0.016359918200409;106373.0;5.0;44.36363636363637;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-20714;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20714.afm;security/CVE/VarelaVaca2020-2018-20714;195.0;186.0;4.0;172.0;4.546511627906977;0.882051282051282;0.9384615384615383;0.9384615384615383;15010.0;5.0;21.55555555555556;True;12.0;12.0;940
CVE;VarelaVaca2020;False;2018-20838;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20838.afm;security/CVE/VarelaVaca2020-2018-20838;133.0;125.0;4.0;1.0;2.0;0.0075187969924812;0.0150375939849624;0.9172932330827068;7273.0;5.0;16.5;True;11.0;11.0;480
CVE;VarelaVaca2020;False;2018-20963;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20963.afm;security/CVE/VarelaVaca2020-2018-20963;170.0;162.0;4.0;1.0;2.0;0.0058823529411764;0.0117647058823529;0.9352941176470588;12416.0;5.0;21.125;True;11.0;11.0;628
CVE;VarelaVaca2020;False;2018-20964;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20964.afm;security/CVE/VarelaVaca2020-2018-20964;170.0;162.0;4.0;1.0;2.0;0.0058823529411764;0.0117647058823529;0.9352941176470588;12416.0;5.0;21.125;True;11.0;11.0;628
CVE;VarelaVaca2020;False;2018-20965;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20965.afm;security/CVE/VarelaVaca2020-2018-20965;207.0;199.0;4.0;1.0;2.0;0.0048309178743961;0.0096618357487922;0.9468599033816424;18928.0;5.0;25.75;True;11.0;11.0;776
CVE;VarelaVaca2020;False;2018-20966;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20966.afm;security/CVE/VarelaVaca2020-2018-20966;146.0;138.0;4.0;1.0;2.0;0.0068493150684931;0.0136986301369863;0.9246575342465754;8924.0;5.0;18.125;True;11.0;11.0;532
CVE;VarelaVaca2020;False;2018-20980;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20980.afm;security/CVE/VarelaVaca2020-2018-20980;207.0;198.0;4.0;191.0;2.0;0.9227053140096618;0.932367149758454;0.9420289855072465;18543.0;5.0;22.88888888888889;True;12.0;12.0;768
CVE;VarelaVaca2020;False;2018-20981;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20981.afm;security/CVE/VarelaVaca2020-2018-20981;229.0;220.0;4.0;213.0;2.0;0.9301310043668122;0.9388646288209608;0.9475982532751092;23020.0;5.0;25.33333333333333;True;12.0;12.0;856
CVE;VarelaVaca2020;False;2018-20988;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-20988.afm;security/CVE/VarelaVaca2020-2018-20988;105.0;97.0;4.0;1.0;2.0;0.0095238095238095;0.019047619047619;0.8952380952380953;4291.0;5.0;13.0;True;11.0;11.0;368
CVE;VarelaVaca2020;False;2018-21004;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-21004.afm;security/CVE/VarelaVaca2020-2018-21004;214.0;206.0;4.0;1.0;2.0;0.0046728971962616;0.0093457943925233;0.9485981308411215;20314.0;5.0;26.625;True;11.0;11.0;804
CVE;VarelaVaca2020;False;2018-5152;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-5152.afm;security/CVE/VarelaVaca2020-2018-5152;426.0;412.0;5.0;1100.0;3.541818181818182;2.582159624413145;0.9225352112676056;1.0;73704.0;5.0;30.357142857142858;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2018-5183;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-5183.afm;security/CVE/VarelaVaca2020-2018-5183;416.0;383.0;7.0;314.0;4.181528662420382;0.7548076923076923;0.7980769230769231;0.0192307692307692;27969.0;5.0;12.575757575757576;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2018-5776;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-5776.afm;security/CVE/VarelaVaca2020-2018-5776;474.0;466.0;4.0;452.0;5.225663716814159;0.9535864978902954;0.978902953586498;0.978902953586498;102671.0;5.0;59.125;True;10.0;10.0;2668
CVE;VarelaVaca2020;False;2018-6389;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-6389.afm;security/CVE/VarelaVaca2020-2018-6389;476.0;467.0;4.0;453.0;5.218543046357616;0.9516806722689076;0.976890756302521;0.9789915966386554;103125.0;5.0;52.77777777777778;True;10.0;10.0;2672
CVE;VarelaVaca2020;False;2018-6465;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-6465.afm;security/CVE/VarelaVaca2020-2018-6465;106.0;98.0;4.0;1.0;2.0;0.0094339622641509;0.0188679245283018;0.8962264150943396;4384.0;5.0;13.125;True;11.0;11.0;372
CVE;VarelaVaca2020;False;2018-7280;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-7280.afm;security/CVE/VarelaVaca2020-2018-7280;206.0;197.0;4.0;190.0;2.0;0.9223300970873788;0.9320388349514565;0.941747572815534;18351.0;5.0;22.77777777777778;True;12.0;12.0;764
CVE;VarelaVaca2020;False;2018-7586;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-7586.afm;security/CVE/VarelaVaca2020-2018-7586;128.0;119.0;4.0;113.0;2.0;0.8828125;0.90625;0.90625;6457.0;5.0;14.11111111111111;True;12.0;12.0;448
CVE;VarelaVaca2020;False;2018-7747;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-7747.afm;security/CVE/VarelaVaca2020-2018-7747;101.0;92.0;4.0;1.0;2.0;0.0099009900990099;0.0198019801980198;0.8910891089108911;3842.0;5.0;11.11111111111111;True;11.0;11.0;348
CVE;VarelaVaca2020;False;2018-9034;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-9034.afm;security/CVE/VarelaVaca2020-2018-9034;157.0;147.0;4.0;141.0;2.0;0.8980891719745223;0.9171974522292994;0.9235668789808916;10028.0;5.0;15.6;True;12.0;12.0;560
CVE;VarelaVaca2020;False;2018-9172;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-9172.afm;security/CVE/VarelaVaca2020-2018-9172;108.0;99.0;4.0;1.0;2.0;0.0092592592592592;0.0185185185185185;0.8981481481481481;4479.0;5.0;11.88888888888889;True;11.0;11.0;376
CVE;VarelaVaca2020;False;2018-9844;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-9844.afm;security/CVE/VarelaVaca2020-2018-9844;109.0;100.0;4.0;1.0;2.0;0.0091743119266055;0.018348623853211;0.8990825688073395;4574.0;5.0;12.0;True;11.0;11.0;380
CVE;VarelaVaca2020;False;2018-9864;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2018-9864.afm;security/CVE/VarelaVaca2020-2018-9864;133.0;125.0;4.0;1.0;2.0;0.0075187969924812;0.0150375939849624;0.9172932330827068;7273.0;5.0;16.5;True;11.0;11.0;480
CVE;VarelaVaca2020;False;2019-10270;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10270.afm;security/CVE/VarelaVaca2020-2019-10270;278.0;270.0;4.0;1.0;2.0;0.0035971223021582;0.0071942446043165;0.960431654676259;35258.0;5.0;34.625;True;11.0;11.0;1060
CVE;VarelaVaca2020;False;2019-10673;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10673.afm;security/CVE/VarelaVaca2020-2019-10673;243.0;235.0;4.0;1.0;2.0;0.0041152263374485;0.0082304526748971;0.9547325102880658;26578.0;5.0;30.25;True;11.0;11.0;920
CVE;VarelaVaca2020;False;2019-10692;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10692.afm;security/CVE/VarelaVaca2020-2019-10692;313.0;304.0;4.0;297.0;2.929292929292929;0.9488817891373802;0.9616613418530352;0.9616613418530352;44364.0;5.0;34.666666666666664;True;12.0;12.0;1552
CVE;VarelaVaca2020;False;2019-10864;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10864.afm;security/CVE/VarelaVaca2020-2019-10864;171.0;163.0;4.0;1.0;2.0;0.0058479532163742;0.0116959064327485;0.935672514619883;12574.0;5.0;21.25;True;11.0;11.0;632
CVE;VarelaVaca2020;False;2019-10869;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10869.afm;security/CVE/VarelaVaca2020-2019-10869;169.0;160.0;4.0;153.0;2.0;0.9053254437869822;0.9171597633136096;0.9289940828402368;11950.0;5.0;18.666666666666668;True;12.0;12.0;616
CVE;VarelaVaca2020;False;2019-10936;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-10936.afm;security/CVE/VarelaVaca2020-2019-10936;376.0;179.0;5.0;159.0;2.238993710691824;0.4228723404255319;0.5;0.9787234042553192;4288.0;5.0;1.9035532994923856;True;8.0;8.0;1964
CVE;VarelaVaca2020;False;2019-11185;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11185.afm;security/CVE/VarelaVaca2020-2019-11185;152.0;144.0;4.0;1.0;2.0;0.006578947368421;0.0131578947368421;0.9276315789473684;9743.0;5.0;18.875;True;11.0;11.0;556
CVE;VarelaVaca2020;False;2019-11709;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11709.afm;security/CVE/VarelaVaca2020-2019-11709;830.0;814.0;4.0;1546.0;3.5776196636481243;1.8626506024096383;0.9457831325301204;0.5012048192771085;122958.0;5.0;51.8125;True;14.0;14.0;2740
CVE;VarelaVaca2020;False;2019-11710;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11710.afm;security/CVE/VarelaVaca2020-2019-11710;452.0;442.0;4.0;1201.0;3.318068276436303;2.6570796460176997;0.9336283185840708;1.0;88125.0;5.0;45.1;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11734;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11734.afm;security/CVE/VarelaVaca2020-2019-11734;461.0;451.0;4.0;1228.0;3.289087947882736;2.663774403470716;0.9349240780911064;1.0;91941.0;5.0;46.0;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11735;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11735.afm;security/CVE/VarelaVaca2020-2019-11735;594.0;581.0;4.0;1348.0;3.1743323442136497;2.269360269360269;0.9292929292929292;1.0;100324.0;5.0;45.61538461538461;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11736;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11736.afm;security/CVE/VarelaVaca2020-2019-11736;598.0;582.0;5.0;1881.0;4.025518341307815;3.145484949832776;0.9414715719063546;1.0;100881.0;5.0;37.3125;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11740;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11740.afm;security/CVE/VarelaVaca2020-2019-11740;849.0;833.0;4.0;1583.0;3.570435881238156;1.8645465253239104;0.9481743227326266;1.0;128470.0;5.0;53.0;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11753;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11753.afm;security/CVE/VarelaVaca2020-2019-11753;597.0;581.0;5.0;1879.0;4.02767429483768;3.147403685092127;0.9413735343383584;1.0;100751.0;5.0;37.25;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11758;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11758.afm;security/CVE/VarelaVaca2020-2019-11758;861.0;845.0;4.0;1595.0;3.593103448275862;1.8524970963995355;0.9488966318234612;1.0;131155.0;5.0;53.75;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11764;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11764.afm;security/CVE/VarelaVaca2020-2019-11764;865.0;849.0;4.0;1607.0;3.581207218419415;1.8578034682080924;0.9491329479768786;1.0;132877.0;5.0;54.0;False;0.0;0.0;0
CVE;VarelaVaca2020;False;2019-11886;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-11886.afm;security/CVE/VarelaVaca2020-2019-11886;106.0;98.0;4.0;1.0;2.0;0.0094339622641509;0.0188679245283018;0.8962264150943396;4384.0;5.0;13.125;True;11.0;11.0;372
CVE;VarelaVaca2020;False;2019-12566;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-12566.afm;security/CVE/VarelaVaca2020-2019-12566;174.0;166.0;4.0;1.0;2.0;0.0057471264367816;0.0114942528735632;0.9367816091954024;13054.0;5.0;21.625;True;11.0;11.0;644
CVE;VarelaVaca2020;False;2019-13478;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-13478.afm;security/CVE/VarelaVaca2020-2019-13478;209.0;200.0;4.0;184.0;4.130434782608695;0.8803827751196173;0.9425837320574164;0.9425837320574164;17177.0;5.0;23.11111111111111;True;12.0;12.0;996
CVE;VarelaVaca2020;False;2019-13635;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-13635.afm;security/CVE/VarelaVaca2020-2019-13635;110.0;102.0;4.0;1.0;2.0;0.009090909090909;0.0181818181818181;0.9;4766.0;5.0;13.625;True;11.0;11.0;388
CVE;VarelaVaca2020;False;2019-13940;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-13940.afm;security/CVE/VarelaVaca2020-2019-13940;114.0;54.0;5.0;48.0;2.0625;0.4210526315789473;0.4561403508771929;0.9298245614035088;715.0;7.0;1.8833333333333333;True;8.0;8.0;200
CVE;VarelaVaca2020;False;2019-14328;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14328.afm;security/CVE/VarelaVaca2020-2019-14328;156.0;147.0;4.0;1.0;2.0;0.0064102564102564;0.0128205128205128;0.9294871794871796;10167.0;5.0;17.22222222222222;True;11.0;11.0;568
CVE;VarelaVaca2020;False;2019-14683;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14683.afm;security/CVE/VarelaVaca2020-2019-14683;197.0;189.0;4.0;1.0;2.0;0.0050761421319796;0.0101522842639593;0.9441624365482234;17033.0;5.0;24.5;True;11.0;11.0;736
CVE;VarelaVaca2020;False;2019-14784;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14784.afm;security/CVE/VarelaVaca2020-2019-14784;202.0;194.0;4.0;1.0;2.0;0.0049504950495049;0.0099009900990099;0.9455445544554456;17968.0;5.0;25.125;True;11.0;11.0;756
CVE;VarelaVaca2020;False;2019-14785;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14785.afm;security/CVE/VarelaVaca2020-2019-14785;203.0;195.0;4.0;1.0;2.0;0.0049261083743842;0.0098522167487684;0.9458128078817734;18158.0;5.0;25.25;True;11.0;11.0;760
CVE;VarelaVaca2020;False;2019-14788;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14788.afm;security/CVE/VarelaVaca2020-2019-14788;113.0;105.0;4.0;1.0;2.0;0.0088495575221238;0.0176991150442477;0.9026548672566372;5063.0;5.0;14.0;True;11.0;11.0;400
CVE;VarelaVaca2020;False;2019-14792;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14792.afm;security/CVE/VarelaVaca2020-2019-14792;330.0;321.0;4.0;314.0;3.0414012738853504;0.9515151515151516;0.9636363636363636;0.9636363636363636;49583.0;5.0;36.55555555555556;True;12.0;12.0;1688
CVE;VarelaVaca2020;False;2019-14793;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14793.afm;security/CVE/VarelaVaca2020-2019-14793;139.0;131.0;4.0;1.0;2.0;0.0071942446043165;0.014388489208633;0.920863309352518;8014.0;5.0;17.25;True;11.0;11.0;504
CVE;VarelaVaca2020;False;2019-14794;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14794.afm;security/CVE/VarelaVaca2020-2019-14794;138.0;130.0;4.0;1.0;2.0;0.0072463768115942;0.0144927536231884;0.9202898550724636;7888.0;5.0;17.125;True;11.0;11.0;500
CVE;VarelaVaca2020;False;2019-14799;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14799.afm;security/CVE/VarelaVaca2020-2019-14799;285.0;276.0;4.0;270.0;2.0;0.9473684210526316;0.9578947368421052;0.9578947368421052;36601.0;5.0;31.55555555555556;True;12.0;12.0;1076
CVE;VarelaVaca2020;False;2019-14800;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14800.afm;security/CVE/VarelaVaca2020-2019-14800;286.0;277.0;4.0;271.0;2.0;0.9475524475524476;0.958041958041958;0.958041958041958;36872.0;5.0;31.666666666666668;True;12.0;12.0;1080
CVE;VarelaVaca2020;False;2019-14801;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14801.afm;security/CVE/VarelaVaca2020-2019-14801;286.0;277.0;4.0;271.0;2.0;0.9475524475524476;0.958041958041958;0.958041958041958;36872.0;5.0;31.666666666666668;True;12.0;12.0;1080
CVE;VarelaVaca2020;False;2019-14945;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14945.afm;security/CVE/VarelaVaca2020-2019-14945;257.0;249.0;4.0;1.0;2.0;0.0038910505836575;0.0077821011673151;0.9571984435797666;29903.0;5.0;32.0;True;11.0;11.0;976
CVE;VarelaVaca2020;False;2019-14946;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14946.afm;security/CVE/VarelaVaca2020-2019-14946;255.0;247.0;4.0;1.0;2.0;0.0039215686274509;0.0078431372549019;0.9568627450980391;29416.0;5.0;31.75;True;11.0;11.0;968
CVE;VarelaVaca2020;False;2019-14947;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2019-14947.afm;security/CVE/VarelaVaca2020-2019-14947;255.0;247.0;4.0;1.0;2.0;0.0039215686274509;0.0078431372549019;0.9568627450980391;29416.0;5.0;31.75;True;11.0;11.0;968
