Name;Domain;Format;Publication;Keywords;Source;ConvertedFrom;Conversion_Tool;#Features;#LeafFeatures;#TopFeatures;#Constraints;CtcDensity;RatioOptionalFeatures;TreeDepth;Average#Children
CVE-2013-5594;cve;.afm;;;;;;;;;;;;;
CVE-2013-5595;cve;.afm;;;;;;;;;;;;;
CVE-2013-5596;cve;.afm;;;;;;;;;;;;;
CVE-2013-5597;cve;.afm;;;;;;;;;;;;;
CVE-2013-5598;cve;.afm;;;;;;;;;;;;;
CVE-2013-5599;cve;.afm;;;;;;;;;;;;;
CVE-2013-5600;cve;.afm;;;;;;;;;;;;;
CVE-2013-5601;cve;.afm;;;;;;;;;;;;;
CVE-2013-5602;cve;.afm;;;;;;;;;;;;;
CVE-2013-5603;cve;.afm;;;;;;;;;;;;;
CVE-2013-5604;cve;.afm;;;;;;;;;;;;;
CVE-2013-5607;cve;.afm;;;;;;;;;;;;;
CVE-2013-5609;cve;.afm;;;;;;;;;;;;;
CVE-2013-5610;cve;.afm;;;;;;;;;;;;;
CVE-2013-5611;cve;.afm;;;;;;;;;;;;;
CVE-2013-5612;cve;.afm;;;;;;;;;;;;;
CVE-2013-5613;cve;.afm;;;;;;;;;;;;;
CVE-2013-5614;cve;.afm;;;;;;;;;;;;;
CVE-2013-5615;cve;.afm;;;;;;;;;;;;;
CVE-2013-5616;cve;.afm;;;;;;;;;;;;;
CVE-2013-5618;cve;.afm;;;;;;;;;;;;;
CVE-2013-5619;cve;.afm;;;;;;;;;;;;;
CVE-2013-5672;cve;.afm;;;;;;;;;;;;;
CVE-2013-5673;cve;.afm;;;;;;;;;;;;;
CVE-2013-5703;cve;.afm;;;;;;;;;;;;;
CVE-2013-5711;cve;.afm;;;;;;;;;;;;;
CVE-2013-5714;cve;.afm;;;;;;;;;;;;;
CVE-2013-5738;cve;.afm;;;;;;;;;;;;;
CVE-2013-5739;cve;.afm;;;;;;;;;;;;;
CVE-2013-5916;cve;.afm;;;;;;;;;;;;;
CVE-2013-5917;cve;.afm;;;;;;;;;;;;;
CVE-2013-5918;cve;.afm;;;;;;;;;;;;;
CVE-2013-5961;cve;.afm;;;;;;;;;;;;;
CVE-2013-5962;cve;.afm;;;;;;;;;;;;;
CVE-2013-5963;cve;.afm;;;;;;;;;;;;;
CVE-2013-5977;cve;.afm;;;;;;;;;;;;;
CVE-2013-5978;cve;.afm;;;;;;;;;;;;;
CVE-2013-5988;cve;.afm;;;;;;;;;;;;;
CVE-2013-5990;cve;.afm;;;;;;;;;;;;;
CVE-2013-6010;cve;.afm;;;;;;;;;;;;;
CVE-2013-6142;cve;.afm;;;;;;;;;;;;;
CVE-2013-6167;cve;.afm;;;;;;;;;;;;;
CVE-2013-6230;cve;.afm;;;;;;;;;;;;;
CVE-2013-6243;cve;.afm;;;;;;;;;;;;;
CVE-2013-6280;cve;.afm;;;;;;;;;;;;;
CVE-2013-6281;cve;.afm;;;;;;;;;;;;;
CVE-2013-6342;cve;.afm;;;;;;;;;;;;;
CVE-2013-6486;cve;.afm;;;;;;;;;;;;;
CVE-2013-6671;cve;.afm;;;;;;;;;;;;;
CVE-2013-6672;cve;.afm;;;;;;;;;;;;;
CVE-2013-6673;cve;.afm;;;;;;;;;;;;;
CVE-2013-6797;cve;.afm;;;;;;;;;;;;;
CVE-2013-6799;cve;.afm;;;;;;;;;;;;;
CVE-2013-6991;cve;.afm;;;;;;;;;;;;;
CVE-2013-6992;cve;.afm;;;;;;;;;;;;;
CVE-2013-6993;cve;.afm;;;;;;;;;;;;;
CVE-2013-6999;cve;.afm;;;;;;;;;;;;;
CVE-2013-7102;cve;.afm;;;;;;;;;;;;;
CVE-2013-7129;cve;.afm;;;;;;;;;;;;;
CVE-2013-7187;cve;.afm;;;;;;;;;;;;;
CVE-2013-7233;cve;.afm;;;;;;;;;;;;;
CVE-2013-7240;cve;.afm;;;;;;;;;;;;;
CVE-2013-7276;cve;.afm;;;;;;;;;;;;;
CVE-2013-7279;cve;.afm;;;;;;;;;;;;;
CVE-2013-7319;cve;.afm;;;;;;;;;;;;;
CVE-2013-7419;cve;.afm;;;;;;;;;;;;;
CVE-2013-7420;cve;.afm;;;;;;;;;;;;;
CVE-2013-7472;cve;.afm;;;;;;;;;;;;;
CVE-2013-7475;cve;.afm;;;;;;;;;;;;;
CVE-2013-7476;cve;.afm;;;;;;;;;;;;;
CVE-2013-7477;cve;.afm;;;;;;;;;;;;;
CVE-2013-7478;cve;.afm;;;;;;;;;;;;;
CVE-2013-7479;cve;.afm;;;;;;;;;;;;;
CVE-2013-7480;cve;.afm;;;;;;;;;;;;;
CVE-2013-7481;cve;.afm;;;;;;;;;;;;;
CVE-2013-7482;cve;.afm;;;;;;;;;;;;;
CVE-2013-7483;cve;.afm;;;;;;;;;;;;;
CVE-2014-0165;cve;.afm;;;;;;;;;;;;;
CVE-2014-0166;cve;.afm;;;;;;;;;;;;;
CVE-2014-0173;cve;.afm;;;;;;;;;;;;;
CVE-2014-0251;cve;.afm;;;;;;;;;;;;;
CVE-2014-0255;cve;.afm;;;;;;;;;;;;;
CVE-2014-0256;cve;.afm;;;;;;;;;;;;;
CVE-2014-0260;cve;.afm;;;;;;;;;;;;;
CVE-2014-0262;cve;.afm;;;;;;;;;;;;;
CVE-2014-0263;cve;.afm;;;;;;;;;;;;;
CVE-2014-0266;cve;.afm;;;;;;;;;;;;;
CVE-2014-0300;cve;.afm;;;;;;;;;;;;;
CVE-2014-0301;cve;.afm;;;;;;;;;;;;;
CVE-2014-0315;cve;.afm;;;;;;;;;;;;;
CVE-2014-0316;cve;.afm;;;;;;;;;;;;;
CVE-2014-0317;cve;.afm;;;;;;;;;;;;;
CVE-2014-0318;cve;.afm;;;;;;;;;;;;;
CVE-2014-0323;cve;.afm;;;;;;;;;;;;;
CVE-2014-0609;cve;.afm;;;;;;;;;;;;;
CVE-2014-0779;cve;.afm;;;;;;;;;;;;;
CVE-2014-0810;cve;.afm;;;;;;;;;;;;;
CVE-2014-0824;cve;.afm;;;;;;;;;;;;;
CVE-2014-0825;cve;.afm;;;;;;;;;;;;;
CVE-2014-100001;cve;.afm;;;;;;;;;;;;;
CVE-2014-100003;cve;.afm;;;;;;;;;;;;;
CVE-2014-100007;cve;.afm;;;;;;;;;;;;;
CVE-2014-100008;cve;.afm;;;;;;;;;;;;;
CVE-2014-100009;cve;.afm;;;;;;;;;;;;;
CVE-2014-100016;cve;.afm;;;;;;;;;;;;;
CVE-2014-100018;cve;.afm;;;;;;;;;;;;;
CVE-2014-100020;cve;.afm;;;;;;;;;;;;;
CVE-2014-100022;cve;.afm;;;;;;;;;;;;;
CVE-2014-100023;cve;.afm;;;;;;;;;;;;;
CVE-2014-100027;cve;.afm;;;;;;;;;;;;;
CVE-2014-10012;cve;.afm;;;;;;;;;;;;;
CVE-2014-10013;cve;.afm;;;;;;;;;;;;;
CVE-2014-10016;cve;.afm;;;;;;;;;;;;;
CVE-2014-10017;cve;.afm;;;;;;;;;;;;;
CVE-2014-10021;cve;.afm;;;;;;;;;;;;;
CVE-2014-10076;cve;.afm;;;;;;;;;;;;;
CVE-2014-10376;cve;.afm;;;;;;;;;;;;;
CVE-2014-10377;cve;.afm;;;;;;;;;;;;;
CVE-2014-10378;cve;.afm;;;;;;;;;;;;;
CVE-2014-10379;cve;.afm;;;;;;;;;;;;;
CVE-2014-10380;cve;.afm;;;;;;;;;;;;;
CVE-2014-10381;cve;.afm;;;;;;;;;;;;;
CVE-2014-10382;cve;.afm;;;;;;;;;;;;;
CVE-2014-10383;cve;.afm;;;;;;;;;;;;;
CVE-2014-10384;cve;.afm;;;;;;;;;;;;;
CVE-2014-10385;cve;.afm;;;;;;;;;;;;;
CVE-2014-10386;cve;.afm;;;;;;;;;;;;;
CVE-2014-10387;cve;.afm;;;;;;;;;;;;;
CVE-2014-10388;cve;.afm;;;;;;;;;;;;;
CVE-2014-10389;cve;.afm;;;;;;;;;;;;;
CVE-2014-10390;cve;.afm;;;;;;;;;;;;;
CVE-2014-10391;cve;.afm;;;;;;;;;;;;;
CVE-2014-10392;cve;.afm;;;;;;;;;;;;;
CVE-2014-10393;cve;.afm;;;;;;;;;;;;;
CVE-2014-10394;cve;.afm;;;;;;;;;;;;;
CVE-2014-10396;cve;.afm;;;;;;;;;;;;;
CVE-2014-10397;cve;.afm;;;;;;;;;;;;;
CVE-2014-1232;cve;.afm;;;;;;;;;;;;;
CVE-2014-1477;cve;.afm;;;;;;;;;;;;;
CVE-2014-1478;cve;.afm;;;;;;;;;;;;;
CVE-2014-1479;cve;.afm;;;;;;;;;;;;;
CVE-2014-1480;cve;.afm;;;;;;;;;;;;;
CVE-2014-1481;cve;.afm;;;;;;;;;;;;;
CVE-2014-1482;cve;.afm;;;;;;;;;;;;;
CVE-2014-1483;cve;.afm;;;;;;;;;;;;;
CVE-2014-1484;cve;.afm;;;;;;;;;;;;;
CVE-2014-1485;cve;.afm;;;;;;;;;;;;;
CVE-2014-1486;cve;.afm;;;;;;;;;;;;;
CVE-2014-1487;cve;.afm;;;;;;;;;;;;;
CVE-2014-1488;cve;.afm;;;;;;;;;;;;;
CVE-2014-1489;cve;.afm;;;;;;;;;;;;;
CVE-2014-1490;cve;.afm;;;;;;;;;;;;;
CVE-2014-1491;cve;.afm;;;;;;;;;;;;;
CVE-2014-1493;cve;.afm;;;;;;;;;;;;;
CVE-2014-1494;cve;.afm;;;;;;;;;;;;;
CVE-2014-1496;cve;.afm;;;;;;;;;;;;;
CVE-2014-1497;cve;.afm;;;;;;;;;;;;;
CVE-2014-1498;cve;.afm;;;;;;;;;;;;;
CVE-2014-1499;cve;.afm;;;;;;;;;;;;;
CVE-2014-1500;cve;.afm;;;;;;;;;;;;;
CVE-2014-1501;cve;.afm;;;;;;;;;;;;;
CVE-2014-1502;cve;.afm;;;;;;;;;;;;;
CVE-2014-1504;cve;.afm;;;;;;;;;;;;;
CVE-2014-1505;cve;.afm;;;;;;;;;;;;;
CVE-2014-1506;cve;.afm;;;;;;;;;;;;;
CVE-2014-1508;cve;.afm;;;;;;;;;;;;;
CVE-2014-1509;cve;.afm;;;;;;;;;;;;;
CVE-2014-1510;cve;.afm;;;;;;;;;;;;;
CVE-2014-1511;cve;.afm;;;;;;;;;;;;;
CVE-2014-1512;cve;.afm;;;;;;;;;;;;;
CVE-2014-1513;cve;.afm;;;;;;;;;;;;;
CVE-2014-1514;cve;.afm;;;;;;;;;;;;;
CVE-2014-1515;cve;.afm;;;;;;;;;;;;;
CVE-2014-1516;cve;.afm;;;;;;;;;;;;;
CVE-2014-1518;cve;.afm;;;;;;;;;;;;;
CVE-2014-1519;cve;.afm;;;;;;;;;;;;;
CVE-2014-1520;cve;.afm;;;;;;;;;;;;;
CVE-2014-1522;cve;.afm;;;;;;;;;;;;;
CVE-2014-1523;cve;.afm;;;;;;;;;;;;;
CVE-2014-1524;cve;.afm;;;;;;;;;;;;;
CVE-2014-1525;cve;.afm;;;;;;;;;;;;;
CVE-2014-1526;cve;.afm;;;;;;;;;;;;;
CVE-2014-1527;cve;.afm;;;;;;;;;;;;;
CVE-2014-1528;cve;.afm;;;;;;;;;;;;;
CVE-2014-1529;cve;.afm;;;;;;;;;;;;;
CVE-2014-1530;cve;.afm;;;;;;;;;;;;;
CVE-2014-1531;cve;.afm;;;;;;;;;;;;;
CVE-2014-1532;cve;.afm;;;;;;;;;;;;;
CVE-2014-1533;cve;.afm;;;;;;;;;;;;;
CVE-2014-1534;cve;.afm;;;;;;;;;;;;;
CVE-2014-1536;cve;.afm;;;;;;;;;;;;;
CVE-2014-1537;cve;.afm;;;;;;;;;;;;;
CVE-2014-1538;cve;.afm;;;;;;;;;;;;;
CVE-2014-1539;cve;.afm;;;;;;;;;;;;;
CVE-2014-1540;cve;.afm;;;;;;;;;;;;;
CVE-2014-1541;cve;.afm;;;;;;;;;;;;;
CVE-2014-1542;cve;.afm;;;;;;;;;;;;;
CVE-2014-1543;cve;.afm;;;;;;;;;;;;;
CVE-2014-1544;cve;.afm;;;;;;;;;;;;;
CVE-2014-1547;cve;.afm;;;;;;;;;;;;;
CVE-2014-1548;cve;.afm;;;;;;;;;;;;;
CVE-2014-1549;cve;.afm;;;;;;;;;;;;;
CVE-2014-1550;cve;.afm;;;;;;;;;;;;;
CVE-2014-1551;cve;.afm;;;;;;;;;;;;;
CVE-2014-1552;cve;.afm;;;;;;;;;;;;;
CVE-2014-1553;cve;.afm;;;;;;;;;;;;;
CVE-2014-1554;cve;.afm;;;;;;;;;;;;;
CVE-2014-1555;cve;.afm;;;;;;;;;;;;;
CVE-2014-1556;cve;.afm;;;;;;;;;;;;;
CVE-2014-1557;cve;.afm;;;;;;;;;;;;;
CVE-2014-1558;cve;.afm;;;;;;;;;;;;;
CVE-2014-1559;cve;.afm;;;;;;;;;;;;;
CVE-2014-1560;cve;.afm;;;;;;;;;;;;;
CVE-2014-1561;cve;.afm;;;;;;;;;;;;;
CVE-2014-1562;cve;.afm;;;;;;;;;;;;;
CVE-2014-1563;cve;.afm;;;;;;;;;;;;;
CVE-2014-1564;cve;.afm;;;;;;;;;;;;;
CVE-2014-1565;cve;.afm;;;;;;;;;;;;;
CVE-2014-1566;cve;.afm;;;;;;;;;;;;;
CVE-2014-1567;cve;.afm;;;;;;;;;;;;;
CVE-2014-1568;cve;.afm;;;;;;;;;;;;;
CVE-2014-1574;cve;.afm;;;;;;;;;;;;;
CVE-2014-1575;cve;.afm;;;;;;;;;;;;;
CVE-2014-1576;cve;.afm;;;;;;;;;;;;;
CVE-2014-1577;cve;.afm;;;;;;;;;;;;;
CVE-2014-1578;cve;.afm;;;;;;;;;;;;;
CVE-2014-1580;cve;.afm;;;;;;;;;;;;;
CVE-2014-1581;cve;.afm;;;;;;;;;;;;;
CVE-2014-1582;cve;.afm;;;;;;;;;;;;;
CVE-2014-1583;cve;.afm;;;;;;;;;;;;;
CVE-2014-1584;cve;.afm;;;;;;;;;;;;;
CVE-2014-1585;cve;.afm;;;;;;;;;;;;;
CVE-2014-1586;cve;.afm;;;;;;;;;;;;;
CVE-2014-1587;cve;.afm;;;;;;;;;;;;;
CVE-2014-1588;cve;.afm;;;;;;;;;;;;;
CVE-2014-1589;cve;.afm;;;;;;;;;;;;;
CVE-2014-1590;cve;.afm;;;;;;;;;;;;;
CVE-2014-1591;cve;.afm;;;;;;;;;;;;;
CVE-2014-1592;cve;.afm;;;;;;;;;;;;;
CVE-2014-1593;cve;.afm;;;;;;;;;;;;;
CVE-2014-1594;cve;.afm;;;;;;;;;;;;;
CVE-2014-1595;cve;.afm;;;;;;;;;;;;;
CVE-2014-1750;cve;.afm;;;;;;;;;;;;;
CVE-2014-1756;cve;.afm;;;;;;;;;;;;;
CVE-2014-1761;cve;.afm;;;;;;;;;;;;;
CVE-2014-1767;cve;.afm;;;;;;;;;;;;;
CVE-2014-1807;cve;.afm;;;;;;;;;;;;;
CVE-2014-1809;cve;.afm;;;;;;;;;;;;;
CVE-2014-1811;cve;.afm;;;;;;;;;;;;;
CVE-2014-1812;cve;.afm;;;;;;;;;;;;;
CVE-2014-1814;cve;.afm;;;;;;;;;;;;;
CVE-2014-1817;cve;.afm;;;;;;;;;;;;;
CVE-2014-1818;cve;.afm;;;;;;;;;;;;;
CVE-2014-1819;cve;.afm;;;;;;;;;;;;;
CVE-2014-1823;cve;.afm;;;;;;;;;;;;;
CVE-2014-1824;cve;.afm;;;;;;;;;;;;;
CVE-2014-1854;cve;.afm;;;;;;;;;;;;;
CVE-2014-1888;cve;.afm;;;;;;;;;;;;;
CVE-2014-1889;cve;.afm;;;;;;;;;;;;;
CVE-2014-1905;cve;.afm;;;;;;;;;;;;;
CVE-2014-1906;cve;.afm;;;;;;;;;;;;;
CVE-2014-1907;cve;.afm;;;;;;;;;;;;;
CVE-2014-1908;cve;.afm;;;;;;;;;;;;;
CVE-2014-2008;cve;.afm;;;;;;;;;;;;;
CVE-2014-2040;cve;.afm;;;;;;;;;;;;;
CVE-2014-2246;cve;.afm;;;;;;;;;;;;;
CVE-2014-2247;cve;.afm;;;;;;;;;;;;;
CVE-2014-2248;cve;.afm;;;;;;;;;;;;;
CVE-2014-2249;cve;.afm;;;;;;;;;;;;;
CVE-2014-2251;cve;.afm;;;;;;;;;;;;;
CVE-2014-2253;cve;.afm;;;;;;;;;;;;;
CVE-2014-2255;cve;.afm;;;;;;;;;;;;;
CVE-2014-2257;cve;.afm;;;;;;;;;;;;;
CVE-2014-2259;cve;.afm;;;;;;;;;;;;;
CVE-2014-2297;cve;.afm;;;;;;;;;;;;;
CVE-2014-2315;cve;.afm;;;;;;;;;;;;;
CVE-2014-2316;cve;.afm;;;;;;;;;;;;;
CVE-2014-2333;cve;.afm;;;;;;;;;;;;;
CVE-2014-2340;cve;.afm;;;;;;;;;;;;;
CVE-2014-2550;cve;.afm;;;;;;;;;;;;;
CVE-2014-2558;cve;.afm;;;;;;;;;;;;;
CVE-2014-2559;cve;.afm;;;;;;;;;;;;;
CVE-2014-2579;cve;.afm;;;;;;;;;;;;;
CVE-2014-2598;cve;.afm;;;;;;;;;;;;;
CVE-2014-2674;cve;.afm;;;;;;;;;;;;;
CVE-2014-2675;cve;.afm;;;;;;;;;;;;;
CVE-2014-2730;cve;.afm;;;;;;;;;;;;;
CVE-2014-2780;cve;.afm;;;;;;;;;;;;;
CVE-2014-2781;cve;.afm;;;;;;;;;;;;;
CVE-2014-2814;cve;.afm;;;;;;;;;;;;;
CVE-2014-2838;cve;.afm;;;;;;;;;;;;;
CVE-2014-2839;cve;.afm;;;;;;;;;;;;;
CVE-2014-3114;cve;.afm;;;;;;;;;;;;;
CVE-2014-3123;cve;.afm;;;;;;;;;;;;;
CVE-2014-3210;cve;.afm;;;;;;;;;;;;;
CVE-2014-3556;cve;.afm;;;;;;;;;;;;;
CVE-2014-3616;cve;.afm;;;;;;;;;;;;;
CVE-2014-3779;cve;.afm;;;;;;;;;;;;;
CVE-2014-3841;cve;.afm;;;;;;;;;;;;;
CVE-2014-3842;cve;.afm;;;;;;;;;;;;;
CVE-2014-3843;cve;.afm;;;;;;;;;;;;;
CVE-2014-3848;cve;.afm;;;;;;;;;;;;;
CVE-2014-3849;cve;.afm;;;;;;;;;;;;;
CVE-2014-3850;cve;.afm;;;;;;;;;;;;;
CVE-2014-3870;cve;.afm;;;;;;;;;;;;;
CVE-2014-3882;cve;.afm;;;;;;;;;;;;;
CVE-2014-3903;cve;.afm;;;;;;;;;;;;;
CVE-2014-3907;cve;.afm;;;;;;;;;;;;;
CVE-2014-3921;cve;.afm;;;;;;;;;;;;;
CVE-2014-3923;cve;.afm;;;;;;;;;;;;;
CVE-2014-3937;cve;.afm;;;;;;;;;;;;;
CVE-2014-3961;cve;.afm;;;;;;;;;;;;;
CVE-2014-4017;cve;.afm;;;;;;;;;;;;;
CVE-2014-4030;cve;.afm;;;;;;;;;;;;;
CVE-2014-4061;cve;.afm;;;;;;;;;;;;;
CVE-2014-4064;cve;.afm;;;;;;;;;;;;;
CVE-2014-4068;cve;.afm;;;;;;;;;;;;;
CVE-2014-4077;cve;.afm;;;;;;;;;;;;;
CVE-2014-4113;cve;.afm;;;;;;;;;;;;;
CVE-2014-4114;cve;.afm;;;;;;;;;;;;;
CVE-2014-4115;cve;.afm;;;;;;;;;;;;;
CVE-2014-4118;cve;.afm;;;;;;;;;;;;;
CVE-2014-4148;cve;.afm;;;;;;;;;;;;;
CVE-2014-4163;cve;.afm;;;;;;;;;;;;;
CVE-2014-4513;cve;.afm;;;;;;;;;;;;;
CVE-2014-4514;cve;.afm;;;;;;;;;;;;;
CVE-2014-4515;cve;.afm;;;;;;;;;;;;;
CVE-2014-4516;cve;.afm;;;;;;;;;;;;;
CVE-2014-4517;cve;.afm;;;;;;;;;;;;;
CVE-2014-4518;cve;.afm;;;;;;;;;;;;;
CVE-2014-4519;cve;.afm;;;;;;;;;;;;;
CVE-2014-4520;cve;.afm;;;;;;;;;;;;;
CVE-2014-4521;cve;.afm;;;;;;;;;;;;;
CVE-2014-4522;cve;.afm;;;;;;;;;;;;;
CVE-2014-4523;cve;.afm;;;;;;;;;;;;;
CVE-2014-4524;cve;.afm;;;;;;;;;;;;;
CVE-2014-4525;cve;.afm;;;;;;;;;;;;;
CVE-2014-4526;cve;.afm;;;;;;;;;;;;;
CVE-2014-4527;cve;.afm;;;;;;;;;;;;;
CVE-2014-4528;cve;.afm;;;;;;;;;;;;;
CVE-2014-4530;cve;.afm;;;;;;;;;;;;;
CVE-2014-4531;cve;.afm;;;;;;;;;;;;;
CVE-2014-4533;cve;.afm;;;;;;;;;;;;;
CVE-2014-4535;cve;.afm;;;;;;;;;;;;;
CVE-2014-4536;cve;.afm;;;;;;;;;;;;;
CVE-2014-4537;cve;.afm;;;;;;;;;;;;;
CVE-2014-4538;cve;.afm;;;;;;;;;;;;;
CVE-2014-4539;cve;.afm;;;;;;;;;;;;;
CVE-2014-4540;cve;.afm;;;;;;;;;;;;;
CVE-2014-4541;cve;.afm;;;;;;;;;;;;;
CVE-2014-4542;cve;.afm;;;;;;;;;;;;;
CVE-2014-4543;cve;.afm;;;;;;;;;;;;;
CVE-2014-4544;cve;.afm;;;;;;;;;;;;;
CVE-2014-4545;cve;.afm;;;;;;;;;;;;;
CVE-2014-4546;cve;.afm;;;;;;;;;;;;;
CVE-2014-4547;cve;.afm;;;;;;;;;;;;;
CVE-2014-4548;cve;.afm;;;;;;;;;;;;;
CVE-2014-4549;cve;.afm;;;;;;;;;;;;;
CVE-2014-4550;cve;.afm;;;;;;;;;;;;;
CVE-2014-4551;cve;.afm;;;;;;;;;;;;;
CVE-2014-4552;cve;.afm;;;;;;;;;;;;;
CVE-2014-4553;cve;.afm;;;;;;;;;;;;;
CVE-2014-4555;cve;.afm;;;;;;;;;;;;;
CVE-2014-4556;cve;.afm;;;;;;;;;;;;;
CVE-2014-4558;cve;.afm;;;;;;;;;;;;;
CVE-2014-4559;cve;.afm;;;;;;;;;;;;;
CVE-2014-4560;cve;.afm;;;;;;;;;;;;;
CVE-2014-4561;cve;.afm;;;;;;;;;;;;;
CVE-2014-4563;cve;.afm;;;;;;;;;;;;;
CVE-2014-4564;cve;.afm;;;;;;;;;;;;;
CVE-2014-4565;cve;.afm;;;;;;;;;;;;;
CVE-2014-4566;cve;.afm;;;;;;;;;;;;;
CVE-2014-4567;cve;.afm;;;;;;;;;;;;;
CVE-2014-4568;cve;.afm;;;;;;;;;;;;;
CVE-2014-4569;cve;.afm;;;;;;;;;;;;;
CVE-2014-4570;cve;.afm;;;;;;;;;;;;;
CVE-2014-4571;cve;.afm;;;;;;;;;;;;;
CVE-2014-4572;cve;.afm;;;;;;;;;;;;;
CVE-2014-4573;cve;.afm;;;;;;;;;;;;;
CVE-2014-4574;cve;.afm;;;;;;;;;;;;;
CVE-2014-4575;cve;.afm;;;;;;;;;;;;;
CVE-2014-4576;cve;.afm;;;;;;;;;;;;;
CVE-2014-4577;cve;.afm;;;;;;;;;;;;;
CVE-2014-4578;cve;.afm;;;;;;;;;;;;;
CVE-2014-4579;cve;.afm;;;;;;;;;;;;;
CVE-2014-4580;cve;.afm;;;;;;;;;;;;;
CVE-2014-4582;cve;.afm;;;;;;;;;;;;;
CVE-2014-4583;cve;.afm;;;;;;;;;;;;;
CVE-2014-4584;cve;.afm;;;;;;;;;;;;;
CVE-2014-4585;cve;.afm;;;;;;;;;;;;;
CVE-2014-4586;cve;.afm;;;;;;;;;;;;;
CVE-2014-4587;cve;.afm;;;;;;;;;;;;;
CVE-2014-4589;cve;.afm;;;;;;;;;;;;;
CVE-2014-4590;cve;.afm;;;;;;;;;;;;;
CVE-2014-4591;cve;.afm;;;;;;;;;;;;;
CVE-2014-4592;cve;.afm;;;;;;;;;;;;;
CVE-2014-4593;cve;.afm;;;;;;;;;;;;;
CVE-2014-4594;cve;.afm;;;;;;;;;;;;;
CVE-2014-4595;cve;.afm;;;;;;;;;;;;;
CVE-2014-4596;cve;.afm;;;;;;;;;;;;;
CVE-2014-4597;cve;.afm;;;;;;;;;;;;;
CVE-2014-4599;cve;.afm;;;;;;;;;;;;;
CVE-2014-4600;cve;.afm;;;;;;;;;;;;;
CVE-2014-4601;cve;.afm;;;;;;;;;;;;;
CVE-2014-4602;cve;.afm;;;;;;;;;;;;;
CVE-2014-4604;cve;.afm;;;;;;;;;;;;;
CVE-2014-4605;cve;.afm;;;;;;;;;;;;;
CVE-2014-4606;cve;.afm;;;;;;;;;;;;;
CVE-2014-4664;cve;.afm;;;;;;;;;;;;;
CVE-2014-4717;cve;.afm;;;;;;;;;;;;;
CVE-2014-4723;cve;.afm;;;;;;;;;;;;;
CVE-2014-4724;cve;.afm;;;;;;;;;;;;;
CVE-2014-4725;cve;.afm;;;;;;;;;;;;;
CVE-2014-4726;cve;.afm;;;;;;;;;;;;;
CVE-2014-4845;cve;.afm;;;;;;;;;;;;;
CVE-2014-4846;cve;.afm;;;;;;;;;;;;;
CVE-2014-4847;cve;.afm;;;;;;;;;;;;;
CVE-2014-4848;cve;.afm;;;;;;;;;;;;;
CVE-2014-4854;cve;.afm;;;;;;;;;;;;;
CVE-2014-4855;cve;.afm;;;;;;;;;;;;;
CVE-2014-4856;cve;.afm;;;;;;;;;;;;;
CVE-2014-4932;cve;.afm;;;;;;;;;;;;;
CVE-2014-4937;cve;.afm;;;;;;;;;;;;;
CVE-2014-4938;cve;.afm;;;;;;;;;;;;;
CVE-2014-4939;cve;.afm;;;;;;;;;;;;;
CVE-2014-4940;cve;.afm;;;;;;;;;;;;;
CVE-2014-4941;cve;.afm;;;;;;;;;;;;;
CVE-2014-4942;cve;.afm;;;;;;;;;;;;;
CVE-2014-4944;cve;.afm;;;;;;;;;;;;;
CVE-2014-4972;cve;.afm;;;;;;;;;;;;;
CVE-2014-5014;cve;.afm;;;;;;;;;;;;;
CVE-2014-5034;cve;.afm;;;;;;;;;;;;;
CVE-2014-5072;cve;.afm;;;;;;;;;;;;;
CVE-2014-5074;cve;.afm;;;;;;;;;;;;;
CVE-2014-5180;cve;.afm;;;;;;;;;;;;;
CVE-2014-5181;cve;.afm;;;;;;;;;;;;;
CVE-2014-5182;cve;.afm;;;;;;;;;;;;;
CVE-2014-5183;cve;.afm;;;;;;;;;;;;;
CVE-2014-5184;cve;.afm;;;;;;;;;;;;;
CVE-2014-5185;cve;.afm;;;;;;;;;;;;;
CVE-2014-5186;cve;.afm;;;;;;;;;;;;;
CVE-2014-5187;cve;.afm;;;;;;;;;;;;;
CVE-2014-5189;cve;.afm;;;;;;;;;;;;;
CVE-2014-5190;cve;.afm;;;;;;;;;;;;;
CVE-2014-5200;cve;.afm;;;;;;;;;;;;;
CVE-2014-5201;cve;.afm;;;;;;;;;;;;;
CVE-2014-5202;cve;.afm;;;;;;;;;;;;;
CVE-2014-5203;cve;.afm;;;;;;;;;;;;;
CVE-2014-5204;cve;.afm;;;;;;;;;;;;;
CVE-2014-5205;cve;.afm;;;;;;;;;;;;;
CVE-2014-5240;cve;.afm;;;;;;;;;;;;;
CVE-2014-5265;cve;.afm;;;;;;;;;;;;;
CVE-2014-5266;cve;.afm;;;;;;;;;;;;;
CVE-2014-5324;cve;.afm;;;;;;;;;;;;;
CVE-2014-5337;cve;.afm;;;;;;;;;;;;;
CVE-2014-5344;cve;.afm;;;;;;;;;;;;;
CVE-2014-5345;cve;.afm;;;;;;;;;;;;;
CVE-2014-5346;cve;.afm;;;;;;;;;;;;;
CVE-2014-5347;cve;.afm;;;;;;;;;;;;;
CVE-2014-5368;cve;.afm;;;;;;;;;;;;;
CVE-2014-5389;cve;.afm;;;;;;;;;;;;;
CVE-2014-5460;cve;.afm;;;;;;;;;;;;;
CVE-2014-5465;cve;.afm;;;;;;;;;;;;;
